district,subject,grade,achievement,gap_gender,percent_ell,percent_sped,percent_frl,percent_native,percent_asian,percent_hispanic,percent_black,percent_white
VERNONIA SD 47J,mth,4,2.26672375256567,-0.662534742380735,0.005514706,0.19117647,0.53653723,0.016140895,0.0137291,0.068727151,0.0024117944,0.89899105
VERNONIA SD 47J,rla,4,1.85028236080269,-1.42817289727883,0.005514706,0.19117647,0.53653723,0.016140895,0.0137291,0.068727151,0.0024117944,0.89899105
VERNONIA SD 47J,mth,5,3.84841496548557,1.10417185198868,0.005514706,0.19117647,0.53653723,0.016140895,0.0137291,0.068727151,0.0024117944,0.89899105
VERNONIA SD 47J,rla,5,3.74541114327325,0.468964997086815,0.005514706,0.19117647,0.53653723,0.016140895,0.0137291,0.068727151,0.0024117944,0.89899105
WARRENTON-HAMMOND SD 30,mth,3,3.47003450409518,-0.188851199028948,0.025025025,0.16516517,0.52168024,0.00727802,0.0058224164,0.11499272,0.0043668123,0.86754
WARRENTON-HAMMOND SD 30,rla,3,4.12158950798913,-0.960381780527429,0.025025025,0.16516517,0.52168024,0.00727802,0.0058224164,0.11499272,0.0043668123,0.86754
WARRENTON-HAMMOND SD 30,mth,4,2.21785245650265,0.796250577499192,0.025025025,0.16516517,0.52168024,0.00727802,0.0058224164,0.11499272,0.0043668123,0.86754
WARRENTON-HAMMOND SD 30,rla,4,2.88156179373977,-0.354637786139213,0.025025025,0.16516517,0.52168024,0.00727802,0.0058224164,0.11499272,0.0043668123,0.86754
WARRENTON-HAMMOND SD 30,mth,6,5.98107147690052,-0.0881364688655182,0.025025025,0.16516517,0.52168024,0.00727802,0.0058224164,0.11499272,0.0043668123,0.86754
WARRENTON-HAMMOND SD 30,rla,6,5.29283170751012,-2.01540356823337,0.025025025,0.16516517,0.52168024,0.00727802,0.0058224164,0.11499272,0.0043668123,0.86754
WEST LINN-WILSONVILLE SD 3J,mth,3,3.81440578202677,0.699300741029751,0.034883723,0.11375126,0.20090826,0.0030520251,0.047566392,0.12323432,0.010759014,0.81538826
WEST LINN-WILSONVILLE SD 3J,rla,3,4.46921167935216,-0.654290409207921,0.034883723,0.11375126,0.20090826,0.0030520251,0.047566392,0.12323432,0.010759014,0.81538826
WEST LINN-WILSONVILLE SD 3J,mth,4,4.94246364346103,-0.0558748682012653,0.034883723,0.11375126,0.20090826,0.0030520251,0.047566392,0.12323432,0.010759014,0.81538826
WEST LINN-WILSONVILLE SD 3J,rla,4,5.46134331507671,-0.7411625464178,0.034883723,0.11375126,0.20090826,0.0030520251,0.047566392,0.12323432,0.010759014,0.81538826
WEST LINN-WILSONVILLE SD 3J,mth,5,6.7187846178886,0.0573493176246273,0.034883723,0.11375126,0.20090826,0.0030520251,0.047566392,0.12323432,0.010759014,0.81538826
WEST LINN-WILSONVILLE SD 3J,rla,5,7.16966986921576,-1.20622162290381,0.034883723,0.11375126,0.20090826,0.0030520251,0.047566392,0.12323432,0.010759014,0.81538826
WEST LINN-WILSONVILLE SD 3J,mth,6,7.430643655317,0.0438549832706972,0.034883723,0.11375126,0.20090826,0.0030520251,0.047566392,0.12323432,0.010759014,0.81538826
WEST LINN-WILSONVILLE SD 3J,rla,6,7.87477781594533,-1.24701793941488,0.034883723,0.11375126,0.20090826,0.0030520251,0.047566392,0.12323432,0.010759014,0.81538826
WILLAMINA SD 30J,mth,3,0.401564253032412,-0.434327413158129,0,0.19572553,0.66025376,0.24311993,0.0015562915,0.065596282,0.0081391223,0.68158835
WINSTON-DILLARD SD 116,mth,3,1.51260584087454,0.204479803876864,0.0064608757,0.16582915,0.71018344,0.025523489,0.0032955552,0.084252693,0.0093653919,0.87756288
WINSTON-DILLARD SD 116,rla,3,1.51272592766879,-0.88985098088254,0.0064608757,0.16582915,0.71018344,0.025523489,0.0032955552,0.084252693,0.0093653919,0.87756288
WINSTON-DILLARD SD 116,mth,4,2.67220116660405,0.525333565289903,0.0064608757,0.16582915,0.71018344,0.025523489,0.0032955552,0.084252693,0.0093653919,0.87756288
WINSTON-DILLARD SD 116,rla,4,2.84462870671576,-0.65772125864672,0.0064608757,0.16582915,0.71018344,0.025523489,0.0032955552,0.084252693,0.0093653919,0.87756288
WINSTON-DILLARD SD 116,mth,5,3.40177600905783,0.452593888235003,0.0064608757,0.16582915,0.71018344,0.025523489,0.0032955552,0.084252693,0.0093653919,0.87756288
WINSTON-DILLARD SD 116,rla,5,3.77513147881456,-1.46688276791442,0.0064608757,0.16582915,0.71018344,0.025523489,0.0032955552,0.084252693,0.0093653919,0.87756288
WINSTON-DILLARD SD 116,rla,6,3.60720950214824,-1.12111493250611,0.0064608757,0.16582915,0.71018344,0.025523489,0.0032955552,0.084252693,0.0093653919,0.87756288
WOODBURN SD 103,mth,3,0.702767817527667,-0.223555276657176,0.31391644,0.15527621,0.77140629,0.0011507181,0.0051233787,0.82294029,0.0045410008,0.1662446
WOODBURN SD 103,rla,3,-0.113751365590703,-0.858737017277295,0.31391644,0.15527621,0.77140629,0.0011507181,0.0051233787,0.82294029,0.0045410008,0.1662446
WOODBURN SD 103,mth,4,1.54452156039415,1.17433985119282,0.31391644,0.15527621,0.77140629,0.0011507181,0.0051233787,0.82294029,0.0045410008,0.1662446
WOODBURN SD 103,rla,4,1.07287773573968,0.263396658087625,0.31391644,0.15527621,0.77140629,0.0011507181,0.0051233787,0.82294029,0.0045410008,0.1662446
WOODBURN SD 103,mth,5,2.52303543693507,-0.101516628795432,0.31391644,0.15527621,0.77140629,0.0011507181,0.0051233787,0.82294029,0.0045410008,0.1662446
WOODBURN SD 103,rla,5,2.17743939395182,-1.61552717707797,0.31391644,0.15527621,0.77140629,0.0011507181,0.0051233787,0.82294029,0.0045410008,0.1662446
WOODBURN SD 103,mth,6,3.28298849889131,-1.19951828560347,0.31391644,0.15527621,0.77140629,0.0011507181,0.0051233787,0.82294029,0.0045410008,0.1662446
WOODBURN SD 103,rla,6,3.82858842553155,-1.62423694850947,0.31391644,0.15527621,0.77140629,0.0011507181,0.0051233787,0.82294029,0.0045410008,0.1662446
