schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,baplusavgall,unempavgall,snapavgall,locale,frpl,inc50avgall
Rosedale Elementary School,4.10002E+11,4100023,Hillsboro SD 1J,Elementary,4427.753053,426.8866683,0.71812743,0.33782411,0.061095558,0.096887529,Urban,0.969656812,69650
South Meadows Middle School,4.10002E+11,4100023,Hillsboro SD 1J,Middle,13029.92481,693.8017375,0.71812743,0.33782411,0.061095558,0.096887529,Urban,0.7,69650
Tobias Elementary School,4.10002E+11,4100023,Hillsboro SD 1J,Elementary,13413.02702,452.5027712,0.71812743,0.33782411,0.061095558,0.096887529,Urban,0.44,69650
W L Henry Elementary School,4.10002E+11,4100023,Hillsboro SD 1J,Elementary,15042.1333,368.821409,0.71812743,0.33782411,0.061095558,0.096887529,Urban,0.959104267,69650
W Verne McKinney Elementary School,4.10002E+11,4100023,Hillsboro SD 1J,Elementary,13583.58238,464.7428714,0.71812743,0.33782411,0.061095558,0.096887529,Urban,0.987815231,69650
West Union Elementary School,4.10002E+11,4100023,Hillsboro SD 1J,Elementary,13878.63325,370.9203478,0.71812743,0.33782411,0.061095558,0.096887529,Urban,0.45,69650
Witch Hazel Elementary School,4.10002E+11,4100023,Hillsboro SD 1J,Elementary,13659.64691,516.8763747,0.71812743,0.33782411,0.061095558,0.096887529,Urban,0.968097429,69650
Cascade Locks School,4.10651E+11,4106510,Hood River County SD,Elementary,20228.17048,70.13142857,0.64057744,0.29366192,0.04966389,0.099508949,Town,0.9897963,55722
Hood River Middle School,4.10651E+11,4106510,Hood River County SD,Middle,12775.24414,574.4922834,0.64057744,0.29366192,0.04966389,0.099508949,Town,0.41,55722
Hood River Valley High School,4.10651E+11,4106510,Hood River County SD,High,15065.81642,1325.461972,0.64057744,0.29366192,0.04966389,0.099508949,Town,0.46,55722
May Street Elementary School,4.10651E+11,4106510,Hood River County SD,Elementary,14485.50913,409.7413793,0.64057744,0.29366192,0.04966389,0.099508949,Town,0.47,55722
Mid Valley Elementary School,4.10651E+11,4106510,Hood River County SD,Elementary,14485.55383,484.1921018,0.64057744,0.29366192,0.04966389,0.099508949,Town,0.81,55722
Parkdale Elementary School,4.10651E+11,4106510,Hood River County SD,Elementary,16692.95677,202.7931034,0.64057744,0.29366192,0.04966389,0.099508949,Town,0.999191714,55722
Westside Elementary School,4.10651E+11,4106510,Hood River County SD,Elementary,13897.65332,528.4022989,0.64057744,0.29366192,0.04966389,0.099508949,Town,0.35,55722
WyEast Middle School,4.10651E+11,4106510,Hood River County SD,Middle,16479.52352,381.6420089,0.64057744,0.29366192,0.04966389,0.099508949,Town,0.74,55722
Imbler Charter School,4.10663E+11,4106630,Imbler SD 11,High,22307.41558,291.2337194,0.94956458,0.29489911,0.061508778,0.077092484,Rural,0.36,63199
Ione Community Charter School,4.10005E+11,4100047,Ione SD R2,High,22245.02821,182.4791667,0.76178539,0.2471277,0.048007108,0.1037608,Rural,0.46,54486
Bridges High School,4.10674E+11,4106740,Jefferson County SD 509J,High,13061.13179,105.7378031,-1.0518737,0.17051011,0.11118357,0.25586596,Rural,0.979712302,42516
Buff Elementary School,4.10674E+11,4106740,Jefferson County SD 509J,Elementary,13759.2196,318.2277533,-1.0518737,0.17051011,0.11118357,0.25586596,Rural,0.941261973,42516
Jefferson County Middle School,4.10674E+11,4106740,Jefferson County SD 509J,Middle,14207.08045,470.7793784,-1.0518737,0.17051011,0.11118357,0.25586596,Rural,0.982021821,42516
Madras Elementary School,4.10674E+11,4106740,Jefferson County SD 509J,Elementary,14495.49911,404.351238,-1.0518737,0.17051011,0.11118357,0.25586596,Rural,0.940334321,42516
Madras High School,4.10674E+11,4106740,Jefferson County SD 509J,High,17252.99014,636.2444502,-1.0518737,0.17051011,0.11118357,0.25586596,Rural,0.991734685,42516
Metolius Elementary School,4.10674E+11,4106740,Jefferson County SD 509J,Elementary,14951.07073,303.2441981,-1.0518737,0.17051011,0.11118357,0.25586596,Rural,0.989302967,42516
Warm Springs K-8 Academy,4.10674E+11,4106740,Jefferson County SD 509J,Middle,16799.77953,631.2206373,-1.0518737,0.17051011,0.11118357,0.25586596,Rural,0.98745734,42516
Jefferson Elementary School,4.10671E+11,4106710,Jefferson SD 14J,Elementary,13557.70109,379.3432236,0.37041986,0.22442381,0.06078798,0.14428619,Suburb,0.59,59434
Jefferson High School,4.10671E+11,4106710,Jefferson SD 14J,High,13557.70109,249.7997566,0.37041986,0.22442381,0.06078798,0.14428619,Suburb,0.53,59434
Jefferson Middle School,4.10671E+11,4106710,Jefferson SD 14J,Middle,13557.70109,205.9494218,0.37041986,0.22442381,0.06078798,0.14428619,Suburb,0.56,59434
Grant Union Junior/Senior High School,4.10678E+11,4106780,John Day SD 3,High,20779.03706,265.8971605,-0.18401089,0.18135373,0.063128561,0.17796503,Rural,0.54,39249
Humbolt Elementary School,4.10678E+11,4106780,John Day SD 3,Elementary,16776.10889,297.5198733,-0.18401089,0.18135373,0.063128561,0.17796503,Rural,0.55,39249
Seneca Elementary School,4.10678E+11,4106780,John Day SD 3,Elementary,22261.23218,25.28571429,-0.18401089,0.18135373,0.063128561,0.17796503,Rural,0.003891738,39249
Joseph Charter School,4.10687E+11,4106870,Joseph SD 6,High,17469.27258,251.3741722,0.5239985,0.2509037,0.062168311,0.095932111,Rural,0.52,48819
Junction City High School,4.10693E+11,4106930,Junction City SD 69,High,25091.91484,536.045717,0.2315086,0.1956595,0.07627517,0.13372402,Town,0.36,53045
Laurel Elementary School,4.10693E+11,4106930,Junction City SD 69,Elementary,20536.58516,498.5946366,0.2315086,0.1956595,0.07627517,0.13372402,Town,0.47,53045
Oaklea Middle School,4.10693E+11,4106930,Junction City SD 69,Middle,20687.88519,498.3830409,0.2315086,0.1956595,0.07627517,0.13372402,Town,0.45,53045
Territorial Elementary School,4.10693E+11,4106930,Junction City SD 69,Elementary,19234.88675,144.2573228,0.2315086,0.1956595,0.07627517,0.13372402,Town,0.32,53045
Bonanza Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,12061.04235,224.4387717,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.970071794,45863
Bonanza Junior/Senior High School,4.10702E+11,4107020,Klamath County SD,High,18888.83329,180.8821625,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.63,45863
Brixner Junior High School,4.10702E+11,4107020,Klamath County SD,Middle,13076.83004,379.4956643,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.63,45863
Chiloquin Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,14739.83738,187.2229526,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.995560375,45863
Chiloquin High School,4.10702E+11,4107020,Klamath County SD,High,20857.95762,121.0574269,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.989253549,45863
Falcon Heights,4.10702E+11,4107020,Klamath County SD,High,3939.212922,71.26051535,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.9800422,45863
Ferguson Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,11631.15974,500.8892052,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.973246945,45863
Gilchrist Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,15534.45381,129.8907124,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.980856387,45863
Gilchrist Junior/Senior High School,4.10702E+11,4107020,Klamath County SD,High,26099.4575,84.14236736,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.991362354,45863
Henley Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,11631.84673,553.2563136,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.99284089,45863
Henley High School,4.10702E+11,4107020,Klamath County SD,High,14388.88715,662.1098046,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.39,45863
Henley Middle School,4.10702E+11,4107020,Klamath County SD,Middle,14400.87434,355.953571,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.46,45863
Keno Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,12947.69072,209.6607143,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.945693071,45863
Lost River High School,4.10702E+11,4107020,Klamath County SD,High,17912.91165,222.3317319,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.952129034,45863
Malin Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,14656.37198,131.577381,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.962461428,45863
Mazama High School,4.10702E+11,4107020,Klamath County SD,High,14897.26185,679.855901,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.48,45863
Merrill Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,16732.10361,142.0238095,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.993076835,45863
Peterson Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,10683.1087,650.9938545,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.994818674,45863
Sage Community School,4.10702E+11,4107020,Klamath County SD,Middle,3939.212922,52.54107008,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.9510149,45863
Shasta Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,11792.71831,529.422619,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.954509786,45863
Stearns Elementary School,4.10702E+11,4107020,Klamath County SD,Elementary,13047.40487,354.7909143,-0.20179006,0.16892405,0.07585568,0.16779861,Rural,0.944754901,45863
EagleRidge High School,4.10708E+11,4107080,Klamath Falls City Schools,High,7440.756601,186.361054,-1.1686411,0.22996579,0.10581569,0.27640837,Town,0.58,35066
Joseph Conger Elementary School,4.10708E+11,4107080,Klamath Falls City Schools,Elementary,14665.95338,375.4825581,-1.1686411,0.22996579,0.10581569,0.27640837,Town,0.949741281,35066
Klamath Learning Center,4.10708E+11,4107080,Klamath Falls City Schools,High,7440.756601,105.682111,-1.1686411,0.22996579,0.10581569,0.27640837,Town,0.58,35066
Klamath Union High School,4.10708E+11,4107080,Klamath Falls City Schools,High,17975.9075,599.5247434,-1.1686411,0.22996579,0.10581569,0.27640837,Town,0.55,35066
Mills Elementary School,4.10708E+11,4107080,Klamath Falls City Schools,Elementary,16181.47329,359.8705648,-1.1686411,0.22996579,0.10581569,0.27640837,Town,0.973832893,35066
Pelican Elementary School,4.10708E+11,4107080,Klamath Falls City Schools,Elementary,15674.14067,246.5117276,-1.1686411,0.22996579,0.10581569,0.27640837,Town,0.953583966,35066
Ponderosa Middle School,4.10708E+11,4107080,Klamath Falls City Schools,Middle,14639.79076,618.5999668,-1.1686411,0.22996579,0.10581569,0.27640837,Town,0.96314247,35066
Roosevelt Elementary School,4.10708E+11,4107080,Klamath Falls City Schools,Elementary,13755.29683,387.6918605,-1.1686411,0.22996579,0.10581569,0.27640837,Town,0.47,35066
Hilda Lahti Elementary School,4.10004E+11,4100040,Knappa SD 4,Middle,11728.48014,359.2691285,0.46794689,0.14713056,0.080031686,0.07933411,Rural,0.48,60968
Knappa High School,4.10004E+11,4100040,Knappa SD 4,High,15789.29064,134.1516997,0.46794689,0.14713056,0.080031686,0.07933411,Rural,0.45,60968
Central Elementary School,4.1072E+11,4107200,La Grande SD 1,Elementary,12096.5174,498.3781143,-0.23153155,0.23784694,0.068995789,0.18042846,Town,0.978245282,42548
Greenwood Elementary School,4.1072E+11,4107200,La Grande SD 1,Elementary,13146.14615,306.24,-0.23153155,0.23784694,0.068995789,0.18042846,Town,0.952749996,42548
Island City Elementary School,4.1072E+11,4107200,La Grande SD 1,Elementary,12617.22072,310.6857143,-0.23153155,0.23784694,0.068995789,0.18042846,Town,0.981995296,42548
La Grande High School,4.1072E+11,4107200,La Grande SD 1,High,13734.67207,636.1940427,-0.23153155,0.23784694,0.068995789,0.18042846,Town,0.950636791,42548
La Grande Middle School,4.1072E+11,4107200,La Grande SD 1,Middle,11865.94003,537.3999486,-0.23153155,0.23784694,0.068995789,0.18042846,Town,0.941704858,42548
Daly Middle School,4.10728E+11,4107280,Lake County SD 7,Middle,9841.834019,112.2790698,-0.49424475,0.1746764,0.081429698,0.17467818,Town,0.47,40546
Fremont/Hay Elementary School,4.10728E+11,4107280,Lake County SD 7,Elementary,13684.90826,348.3088235,-0.49424475,0.1746764,0.081429698,0.17467818,Town,0.55,40546
Lakeview Senior High School,4.10728E+11,4107280,Lake County SD 7,High,22651.75458,228.4967003,-0.49424475,0.1746764,0.081429698,0.17467818,Town,0.45,40546
Union Elementary School,4.10728E+11,4107280,Lake County SD 7,Elementary,16531.88593,45.52662722,-0.49424475,0.1746764,0.081429698,0.17467818,Town,0.36,40546
Forest Hills Elementary School,4.10723E+11,4107230,Lake Oswego SD 7J,Elementary,13495.75837,426.9942991,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.07,90095
Hallinan Elementary School,4.10723E+11,4107230,Lake Oswego SD 7J,Elementary,13048.52282,456.1832567,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.07,90095
Lake Grove Elementary School,4.10723E+11,4107230,Lake Oswego SD 7J,Elementary,13578.66284,388.2201303,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.06,90095
Lake Oswego Middle School,4.10723E+11,4107230,Lake Oswego SD 7J,Middle,12487.78897,865.5936498,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.08,90095
Lake Oswego Senior High School,4.10723E+11,4107230,Lake Oswego SD 7J,High,15992.4703,1268.984942,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.07,90095
Lakeridge High School,4.10723E+11,4107230,Lake Oswego SD 7J,High,15604.6767,1148.822355,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.05,90095
Lakeridge Middle School,4.10723E+11,4107230,Lake Oswego SD 7J,Middle,12001.08477,841.1052887,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.06,90095
Oak Creek Elementary School,4.10723E+11,4107230,Lake Oswego SD 7J,Elementary,12526.90298,580.8854174,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.11,90095
River Grove Elementary School,4.10723E+11,4107230,Lake Oswego SD 7J,Elementary,13191.01343,554.5338147,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.08,90095
Westridge Elementary School,4.10723E+11,4107230,Lake Oswego SD 7J,Elementary,12424.37006,455.129729,1.8269029,0.66354918,0.042531844,0.02504945,Suburb,0.018635615,90095
Cascades School,4.10738E+11,4107380,Lebanon Community SD 9,Elementary,14070.99877,319.3889932,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.965302629,47086
Green Acres School,4.10738E+11,4107380,Lebanon Community SD 9,Elementary,14852.93864,325.5544372,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.96518819,47086
Hamilton Creek School,4.10738E+11,4107380,Lebanon Community SD 9,Middle,12133.82108,323.4512189,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.61,47086
Lacomb School,4.10738E+11,4107380,Lebanon Community SD 9,Middle,13800.67813,227.7893254,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.49,47086
Lebanon High School,4.10738E+11,4107380,Lebanon Community SD 9,High,14489.71848,1171.061383,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.49,47086
Pioneer School,4.10738E+11,4107380,Lebanon Community SD 9,Elementary,11648.70651,372.4033453,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.961264911,47086
Riverview School,4.10738E+11,4107380,Lebanon Community SD 9,Elementary,11605.42064,421.4614719,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.983357283,47086
Sand Ridge Charter School,4.10738E+11,4107380,Lebanon Community SD 9,Middle,3957.639059,326.9633995,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.39,47086
Seven Oak Middle School,4.10738E+11,4107380,Lebanon Community SD 9,Middle,12615.80035,592.9680825,-0.089783177,0.1742706,0.067098543,0.17205618,Town,0.942269866,47086
Crestview Heights School,4.1075E+11,4107500,Lincoln County SD,Elementary,13576.29165,342.0246569,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.955724771,41763
Eddyville Charter School,4.1075E+11,4107500,Lincoln County SD,High,7596.834558,195.4013971,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.994036868,41763
Lincoln City Career Technical High School,4.1075E+11,4107500,Lincoln County SD,High,6476.065438,51.2924928,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.991577114,41763
Newport High School,4.1075E+11,4107500,Lincoln County SD,High,15067.14489,643.3004816,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.97091653,41763
Newport Middle School,4.1075E+11,4107500,Lincoln County SD,Middle,12433.85518,479.917385,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.987775412,41763
Oceanlake Elementary School,4.1075E+11,4107500,Lincoln County SD,Elementary,13301.5206,388.6124629,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.982069422,41763
Sam Case Elementary,4.1075E+11,4107500,Lincoln County SD,Elementary,14908.4015,475.4950101,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.963785243,41763
Siletz Valley Schools,4.1075E+11,4107500,Lincoln County SD,High,7326.302096,125.7859118,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.950818293,41763
Taft Elementary School,4.1075E+11,4107500,Lincoln County SD,Elementary,12983.42696,550.7573964,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.941256451,41763
Taft High School,4.1075E+11,4107500,Lincoln County SD,High,17228.35553,453.9741272,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.997161454,41763
Taft Middle School,4.1075E+11,4107500,Lincoln County SD,Middle,6467.292225,255.9499484,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.948530983,41763
Toledo Elementary School,4.1075E+11,4107500,Lincoln County SD,Elementary,13310.66456,432.3939857,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.956861123,41763
Toledo Jr. High,4.1075E+11,4107500,Lincoln County SD,Middle,6467.292225,113.4235526,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.97829367,41763
Toledo Senior High School,4.1075E+11,4107500,Lincoln County SD,High,19855.4501,190.8345684,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.982297725,41763
Waldport High School,4.1075E+11,4107500,Lincoln County SD,High,20296.71942,182.3612991,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.952240097,41763
Waldport Middle School,4.1075E+11,4107500,Lincoln County SD,Middle,6467.292225,78.70604221,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.963018446,41763
Yaquina View Elementary,4.1075E+11,4107500,Lincoln County SD,Elementary,13363.73528,444.4300323,-0.18242761,0.23681016,0.06614852,0.17901054,Town,0.941134465,41763
Bridge Charter Academy,4.10759E+11,4107590,Lowell SD 71,High,9828.369838,364.0517908,0.36450881,0.18856575,0.064530633,0.10936118,Rural,0.2,52146
Lowell Junior/Senior High School,4.10759E+11,4107590,Lowell SD 71,High,9828.369838,188.1412202,0.36450881,0.18856575,0.064530633,0.10936118,Rural,0.980450256,52146
Lundy Elementary School,4.10759E+11,4107590,Lowell SD 71,Elementary,9828.369838,156.771023,0.36450881,0.18856575,0.064530633,0.10936118,Rural,0.97408717,52146
Mountain View Academy,4.10759E+11,4107590,Lowell SD 71,Middle,9828.369838,147.7395716,0.36450881,0.18856575,0.064530633,0.10936118,Rural,0.34,52146
Mapleton Elementary School,4.10771E+11,4107710,Mapleton SD 32,Elementary,19539.54042,75.16079027,-0.36623293,0.14667936,0.064793274,0.17707746,Rural,0.962672064,37718
Mapleton Jr/Sr High School,4.10771E+11,4107710,Mapleton SD 32,High,23096.54393,77.34786018,-0.36623293,0.14667936,0.064793274,0.17707746,Rural,0.989439217,37718
Marcola Elementary School,4.10774E+11,4107740,Marcola SD 79J,Elementary,17179.86124,154.2232765,0.75118518,0.18469851,0.050352763,0.08437366,Rural,0.35,60967
