sch_deid,grade,st,school_magnet,school_titlei,tr_ts,school_enroll,frpl_prop,asian_prop,black_prop,hisp_prop,white_prop,period,mean_orf,post
10365,5,CA,No,Title I schoolwide school,57,334,0.766467065868264,0.105263157894737,0.0175438596491228,0.56140350877193,0.280701754385965,y1_boy,89,0
10365,5,CA,No,Title I schoolwide school,57,334,0.766467065868264,0.105263157894737,0.0175438596491228,0.56140350877193,0.280701754385965,y1_moy,109.125,0
10365,5,CA,No,Title I schoolwide school,57,334,0.766467065868264,0.105263157894737,0.0175438596491228,0.56140350877193,0.280701754385965,y2_boy,101.647058823529,1
10365,5,CA,No,Title I schoolwide school,57,334,0.766467065868264,0.105263157894737,0.0175438596491228,0.56140350877193,0.280701754385965,y2_moy,110.911111111111,1
10366,1,CA,No,Title I schoolwide school,49,283,1.28975265017668,0.0452909392277168,0.571428571428571,0.346938775510204,0.0204081632653061,y1_boy,22.075,0
10366,1,CA,No,Title I schoolwide school,49,283,1.28975265017668,0.0452909392277168,0.571428571428571,0.346938775510204,0.0204081632653061,y1_moy,29.3469387755102,0
10366,1,CA,No,Title I schoolwide school,49,283,1.28975265017668,0.0452909392277168,0.571428571428571,0.346938775510204,0.0204081632653061,y2_boy,22.9777777777778,1
10366,1,CA,No,Title I schoolwide school,49,283,1.28975265017668,0.0452909392277168,0.571428571428571,0.346938775510204,0.0204081632653061,y2_moy,33.2459016393443,1
10366,2,CA,No,Title I schoolwide school,53,283,1.28975265017668,0.160256722957762,0.69811320754717,0.264150943396226,0.0188679245283019,y1_boy,44.2272727272727,0
10366,2,CA,No,Title I schoolwide school,53,283,1.28975265017668,0.160256722957762,0.69811320754717,0.264150943396226,0.0188679245283019,y1_moy,65.4489795918367,0
10366,2,CA,No,Title I schoolwide school,53,283,1.28975265017668,0.160256722957762,0.69811320754717,0.264150943396226,0.0188679245283019,y2_boy,33.8461538461538,1
10366,2,CA,No,Title I schoolwide school,53,283,1.28975265017668,0.160256722957762,0.69811320754717,0.264150943396226,0.0188679245283019,y2_moy,50.4038461538462,1
10366,3,CA,No,Title I schoolwide school,75,283,1.28975265017668,0.239443962055193,0.493333333333333,0.426666666666667,0.0266666666666667,y1_boy,62.0757575757576,0
10366,3,CA,No,Title I schoolwide school,75,283,1.28975265017668,0.239443962055193,0.493333333333333,0.426666666666667,0.0266666666666667,y1_moy,83.3239436619718,0
10366,3,CA,No,Title I schoolwide school,75,283,1.28975265017668,0.239443962055193,0.493333333333333,0.426666666666667,0.0266666666666667,y2_boy,52.8863636363636,1
10366,3,CA,No,Title I schoolwide school,75,283,1.28975265017668,0.239443962055193,0.493333333333333,0.426666666666667,0.0266666666666667,y2_moy,83.375,1
10366,4,CA,No,Title I schoolwide school,61,283,1.28975265017668,0.107636964523295,0.557377049180328,0.426229508196721,0.0163934426229508,y1_boy,63.1296296296296,0
10366,4,CA,No,Title I schoolwide school,61,283,1.28975265017668,0.107636964523295,0.557377049180328,0.426229508196721,0.0163934426229508,y1_moy,98.3166666666667,0
10366,4,CA,No,Title I schoolwide school,61,283,1.28975265017668,0.107636964523295,0.557377049180328,0.426229508196721,0.0163934426229508,y2_boy,72.9193548387097,1
10366,4,CA,No,Title I schoolwide school,61,283,1.28975265017668,0.107636964523295,0.557377049180328,0.426229508196721,0.0163934426229508,y2_moy,114.637931034483,1
10366,5,CA,No,Title I schoolwide school,45,283,1.28975265017668,0,0.644444444444445,0.311111111111111,0.840168652145324,y1_boy,82.2045454545455,0
10366,5,CA,No,Title I schoolwide school,45,283,1.28975265017668,0,0.644444444444445,0.311111111111111,0.840168652145324,y1_moy,98.7441860465116,0
10366,5,CA,No,Title I schoolwide school,45,283,1.28975265017668,0,0.644444444444445,0.311111111111111,0.840168652145324,y2_boy,73.0975609756098,1
10366,5,CA,No,Title I schoolwide school,45,283,1.28975265017668,0,0.644444444444445,0.311111111111111,0.840168652145324,y2_moy,86.9230769230769,1
10367,1,CA,No,Not a Title I school,96,456,0.0789473684210526,0.135416666666667,0.0208333333333333,0.09375,0.71875,y1_boy,50.2365591397849,0
10367,1,CA,No,Not a Title I school,96,456,0.0789473684210526,0.135416666666667,0.0208333333333333,0.09375,0.71875,y1_moy,71.3092783505155,0
10367,1,CA,No,Not a Title I school,96,456,0.0789473684210526,0.135416666666667,0.0208333333333333,0.09375,0.71875,y2_boy,49.9204545454545,1
10367,1,CA,No,Not a Title I school,96,456,0.0789473684210526,0.135416666666667,0.0208333333333333,0.09375,0.71875,y2_moy,65.7752808988764,1
10367,2,CA,No,Not a Title I school,93,456,0.0789473684210526,0.118279569892473,0.0418648260177093,0.118279569892473,0.720430107526882,y1_boy,100.150537634409,0
10367,2,CA,No,Not a Title I school,93,456,0.0789473684210526,0.118279569892473,0.0418648260177093,0.118279569892473,0.720430107526882,y1_moy,135.065217391304,0
10367,2,CA,No,Not a Title I school,93,456,0.0789473684210526,0.118279569892473,0.0418648260177093,0.118279569892473,0.720430107526882,y2_boy,97.25,1
10367,2,CA,No,Not a Title I school,93,456,0.0789473684210526,0.118279569892473,0.0418648260177093,0.118279569892473,0.720430107526882,y2_moy,119.25,1
10367,3,CA,No,Not a Title I school,88,456,0.0789473684210526,0.0681818181818182,0.0340909090909091,0.0681818181818182,0.761363636363636,y1_boy,118.5,0
10367,3,CA,No,Not a Title I school,88,456,0.0789473684210526,0.0681818181818182,0.0340909090909091,0.0681818181818182,0.761363636363636,y1_moy,143.444444444444,0
10367,3,CA,No,Not a Title I school,88,456,0.0789473684210526,0.0681818181818182,0.0340909090909091,0.0681818181818182,0.761363636363636,y2_boy,116.12676056338,1
10367,3,CA,No,Not a Title I school,88,456,0.0789473684210526,0.0681818181818182,0.0340909090909091,0.0681818181818182,0.761363636363636,y2_moy,145.975,1
10367,4,CA,No,Not a Title I school,89,456,0.0789473684210526,0.0898876404494382,0.182507264954815,0.0561797752808989,0.797752808988764,y1_boy,127.377777777778,0
10367,4,CA,No,Not a Title I school,89,456,0.0789473684210526,0.0898876404494382,0.182507264954815,0.0561797752808989,0.797752808988764,y1_moy,185.943820224719,0
10367,4,CA,No,Not a Title I school,89,456,0.0789473684210526,0.0898876404494382,0.182507264954815,0.0561797752808989,0.797752808988764,y2_boy,117.230769230769,1
10367,4,CA,No,Not a Title I school,89,456,0.0789473684210526,0.0898876404494382,0.182507264954815,0.0561797752808989,0.797752808988764,y2_moy,167.571428571429,1
10367,5,CA,No,Not a Title I school,90,456,0.0789473684210526,0.0777777777777778,0.0111111111111111,0.0444444444444444,0.855555555555556,y1_boy,142.829545454545,0
10367,5,CA,No,Not a Title I school,90,456,0.0789473684210526,0.0777777777777778,0.0111111111111111,0.0444444444444444,0.855555555555556,y1_moy,151.144444444444,0
10367,5,CA,No,Not a Title I school,90,456,0.0789473684210526,0.0777777777777778,0.0111111111111111,0.0444444444444444,0.855555555555556,y2_boy,136.845070422535,1
10367,5,CA,No,Not a Title I school,90,456,0.0789473684210526,0.0777777777777778,0.0111111111111111,0.0444444444444444,0.855555555555556,y2_moy,147.479452054795,1
10368,1,CA,No,Title I schoolwide school,43,286,1.13986013986014,0.360156229073345,0.111931300582179,1,0.711413473484665,y1_boy,27.325,0
10368,1,CA,No,Title I schoolwide school,43,286,1.13986013986014,0.360156229073345,0.111931300582179,1,0.711413473484665,y1_moy,57.3684210526316,0
10368,1,CA,No,Title I schoolwide school,43,286,1.13986013986014,0.360156229073345,0.111931300582179,1,0.711413473484665,y2_boy,20.4883720930233,1
10368,1,CA,No,Title I schoolwide school,43,286,1.13986013986014,0.360156229073345,0.111931300582179,1,0.711413473484665,y2_moy,41.5909090909091,1
10368,2,CA,No,Title I schoolwide school,54,286,1.13986013986014,0.0925925925925926,0,0.888888888888889,0.0185185185185185,y1_boy,60.3962264150943,0
10368,2,CA,No,Title I schoolwide school,54,286,1.13986013986014,0.0925925925925926,0,0.888888888888889,0.0185185185185185,y1_moy,96.7169811320755,0
10368,2,CA,No,Title I schoolwide school,54,286,1.13986013986014,0.0925925925925926,0,0.888888888888889,0.0185185185185185,y2_boy,66.9285714285714,1
10368,2,CA,No,Title I schoolwide school,54,286,1.13986013986014,0.0925925925925926,0,0.888888888888889,0.0185185185185185,y2_moy,97.1851851851852,1
10368,3,CA,No,Title I schoolwide school,48,286,1.13986013986014,0.0208333333333333,0.0208333333333333,0.958333333333333,0.329953052574781,y1_boy,90.3260869565217,0
10368,3,CA,No,Title I schoolwide school,48,286,1.13986013986014,0.0208333333333333,0.0208333333333333,0.958333333333333,0.329953052574781,y1_moy,123.913043478261,0
10368,3,CA,No,Title I schoolwide school,48,286,1.13986013986014,0.0208333333333333,0.0208333333333333,0.958333333333333,0.329953052574781,y2_boy,90.2380952380952,1
10368,3,CA,No,Title I schoolwide school,48,286,1.13986013986014,0.0208333333333333,0.0208333333333333,0.958333333333333,0.329953052574781,y2_moy,108.136363636364,1
10368,4,CA,No,Title I schoolwide school,56,286,1.13986013986014,0.0357142857142857,0.0178571428571429,0.946428571428571,0.812295161320472,y1_boy,101.745098039216,0
10368,4,CA,No,Title I schoolwide school,56,286,1.13986013986014,0.0357142857142857,0.0178571428571429,0.946428571428571,0.812295161320472,y1_moy,135.244897959184,0
10368,4,CA,No,Title I schoolwide school,56,286,1.13986013986014,0.0357142857142857,0.0178571428571429,0.946428571428571,0.812295161320472,y2_boy,97.5476190476191,1
10368,4,CA,No,Title I schoolwide school,56,286,1.13986013986014,0.0357142857142857,0.0178571428571429,0.946428571428571,0.812295161320472,y2_moy,135.818181818182,1
10368,5,CA,No,Title I schoolwide school,44,286,1.13986013986014,0.0227272727272727,0.0699451813534567,0.931818181818182,0,y1_boy,118.47619047619,0
10368,5,CA,No,Title I schoolwide school,44,286,1.13986013986014,0.0227272727272727,0.0699451813534567,0.931818181818182,0,y1_moy,136.709677419355,0
10368,5,CA,No,Title I schoolwide school,44,286,1.13986013986014,0.0227272727272727,0.0699451813534567,0.931818181818182,0,y2_boy,110.692307692308,1
10368,5,CA,No,Title I schoolwide school,44,286,1.13986013986014,0.0227272727272727,0.0699451813534567,0.931818181818182,0,y2_moy,136.121951219512,1
10369,1,CA,No,Title I schoolwide school,87,474,1.30379746835443,0.0114942528735632,0.256852223832729,0.977011494252874,0.484007083281575,y1_boy,14.0972222222222,0
10369,1,CA,No,Title I schoolwide school,87,474,1.30379746835443,0.0114942528735632,0.256852223832729,0.977011494252874,0.484007083281575,y1_moy,27.8470588235294,0
10369,1,CA,No,Title I schoolwide school,87,474,1.30379746835443,0.0114942528735632,0.256852223832729,0.977011494252874,0.484007083281575,y2_boy,15.375,1
10369,1,CA,No,Title I schoolwide school,87,474,1.30379746835443,0.0114942528735632,0.256852223832729,0.977011494252874,0.484007083281575,y2_moy,19.2857142857143,1
10369,2,CA,No,Title I schoolwide school,112,474,1.30379746835443,0.0178571428571429,0.160401576813643,0.946428571428571,0.0178571428571429,y1_boy,43.5181818181818,0
10369,2,CA,No,Title I schoolwide school,112,474,1.30379746835443,0.0178571428571429,0.160401576813643,0.946428571428571,0.0178571428571429,y1_moy,70.7909090909091,0
10369,2,CA,No,Title I schoolwide school,112,474,1.30379746835443,0.0178571428571429,0.160401576813643,0.946428571428571,0.0178571428571429,y2_boy,37.2972972972973,1
10369,2,CA,No,Title I schoolwide school,112,474,1.30379746835443,0.0178571428571429,0.160401576813643,0.946428571428571,0.0178571428571429,y2_moy,55.972972972973,1
10369,3,CA,No,Title I schoolwide school,103,474,1.30379746835443,0.0194174757281553,0.0882999992112422,0.970873786407767,0.272600090938359,y1_boy,69.2,0
10369,3,CA,No,Title I schoolwide school,103,474,1.30379746835443,0.0194174757281553,0.0882999992112422,0.970873786407767,0.272600090938359,y1_moy,95.1649484536082,0
10369,3,CA,No,Title I schoolwide school,103,474,1.30379746835443,0.0194174757281553,0.0882999992112422,0.970873786407767,0.272600090938359,y2_boy,66.4230769230769,1
10369,3,CA,No,Title I schoolwide school,103,474,1.30379746835443,0.0194174757281553,0.0882999992112422,0.970873786407767,0.272600090938359,y2_moy,91.8888888888889,1
10369,4,CA,No,Title I schoolwide school,87,474,1.30379746835443,0.0879026380615386,0.346099368838289,0.988505747126437,0.0114942528735632,y1_boy,73.5813953488372,0
10369,4,CA,No,Title I schoolwide school,87,474,1.30379746835443,0.0879026380615386,0.346099368838289,0.988505747126437,0.0114942528735632,y1_moy,105.012048192771,0
10369,4,CA,No,Title I schoolwide school,87,474,1.30379746835443,0.0879026380615386,0.346099368838289,0.988505747126437,0.0114942528735632,y2_boy,81.7472527472527,1
10369,4,CA,No,Title I schoolwide school,87,474,1.30379746835443,0.0879026380615386,0.346099368838289,0.988505747126437,0.0114942528735632,y2_moy,117.359550561798,1
10369,5,CA,No,Title I schoolwide school,85,474,1.30379746835443,0.140024511100607,0,0.952941176470588,0.0470588235294118,y1_boy,105.638554216867,0
10369,5,CA,No,Title I schoolwide school,85,474,1.30379746835443,0.140024511100607,0,0.952941176470588,0.0470588235294118,y1_moy,130.52380952381,0
10369,5,CA,No,Title I schoolwide school,85,474,1.30379746835443,0.140024511100607,0,0.952941176470588,0.0470588235294118,y2_boy,85.5064935064935,1
10369,5,CA,No,Title I schoolwide school,85,474,1.30379746835443,0.140024511100607,0,0.952941176470588,0.0470588235294118,y2_moy,100.92,1
10370,1,CA,No,Title I schoolwide school,58,275,1.21454545454545,0.0344827586206897,0.120689655172414,0.775862068965517,0.0689655172413793,y1_boy,21.5686274509804,0
10370,1,CA,No,Title I schoolwide school,58,275,1.21454545454545,0.0344827586206897,0.120689655172414,0.775862068965517,0.0689655172413793,y1_moy,37.1754385964912,0
10370,1,CA,No,Title I schoolwide school,58,275,1.21454545454545,0.0344827586206897,0.120689655172414,0.775862068965517,0.0689655172413793,y2_boy,22.7291666666667,1
10370,1,CA,No,Title I schoolwide school,58,275,1.21454545454545,0.0344827586206897,0.120689655172414,0.775862068965517,0.0689655172413793,y2_moy,31.6551724137931,1
10370,2,CA,No,Title I schoolwide school,52,275,1.21454545454545,0.0769230769230769,0.0961538461538462,0.711538461538462,0.0961538461538462,y1_boy,55.0392156862745,0
10370,2,CA,No,Title I schoolwide school,52,275,1.21454545454545,0.0769230769230769,0.0961538461538462,0.711538461538462,0.0961538461538462,y1_moy,82.9622641509434,0
10370,2,CA,No,Title I schoolwide school,52,275,1.21454545454545,0.0769230769230769,0.0961538461538462,0.711538461538462,0.0961538461538462,y2_boy,56.7924528301887,1
10370,2,CA,No,Title I schoolwide school,52,275,1.21454545454545,0.0769230769230769,0.0961538461538462,0.711538461538462,0.0961538461538462,y2_moy,79.1851851851852,1
10370,3,CA,No,Title I schoolwide school,60,275,1.21454545454545,0.05,0.0833333333333333,0.8,0.05,y1_boy,74.3333333333333,0
10370,3,CA,No,Title I schoolwide school,60,275,1.21454545454545,0.05,0.0833333333333333,0.8,0.05,y1_moy,95.3606557377049,0
10370,3,CA,No,Title I schoolwide school,60,275,1.21454545454545,0.05,0.0833333333333333,0.8,0.05,y2_boy,73.8510638297872,1
10370,3,CA,No,Title I schoolwide school,60,275,1.21454545454545,0.05,0.0833333333333333,0.8,0.05,y2_moy,86.3333333333333,1
10370,4,CA,No,Title I schoolwide school,45,275,1.21454545454545,0.0444444444444444,0.0888888888888889,0.777777777777778,0.0444444444444444,y1_boy,99.6888888888889,0
10370,4,CA,No,Title I schoolwide school,45,275,1.21454545454545,0.0444444444444444,0.0888888888888889,0.777777777777778,0.0444444444444444,y1_moy,129.47619047619,0
10370,4,CA,No,Title I schoolwide school,45,275,1.21454545454545,0.0444444444444444,0.0888888888888889,0.777777777777778,0.0444444444444444,y2_boy,92.8367346938775,1
10370,4,CA,No,Title I schoolwide school,45,275,1.21454545454545,0.0444444444444444,0.0888888888888889,0.777777777777778,0.0444444444444444,y2_moy,122.48,1
10370,5,CA,No,Title I schoolwide school,60,275,1.21454545454545,0.1,0.05,0.766666666666667,0.05,y1_boy,115.459016393443,0
10370,5,CA,No,Title I schoolwide school,60,275,1.21454545454545,0.1,0.05,0.766666666666667,0.05,y1_moy,131.71875,0
10370,5,CA,No,Title I schoolwide school,60,275,1.21454545454545,0.1,0.05,0.766666666666667,0.05,y2_boy,94.525,1
10370,5,CA,No,Title I schoolwide school,60,275,1.21454545454545,0.1,0.05,0.766666666666667,0.05,y2_moy,106.951219512195,1
10371,1,CA,No,Title I schoolwide school,51,328,1.19207317073171,0.0784313725490196,0.429640633929882,0.823529411764706,0.0980392156862745,y1_boy,12.2325581395349,0
10371,1,CA,No,Title I schoolwide school,51,328,1.19207317073171,0.0784313725490196,0.429640633929882,0.823529411764706,0.0980392156862745,y1_moy,20.1521739130435,0
10371,1,CA,No,Title I schoolwide school,51,328,1.19207317073171,0.0784313725490196,0.429640633929882,0.823529411764706,0.0980392156862745,y2_boy,18.7333333333333,1
10371,1,CA,No,Title I schoolwide school,51,328,1.19207317073171,0.0784313725490196,0.429640633929882,0.823529411764706,0.0980392156862745,y2_moy,22.4117647058824,1
10371,2,CA,No,Title I schoolwide school,65,328,1.19207317073171,0.0769230769230769,0.0461538461538462,0.846153846153846,0.0153846153846154,y1_boy,45.5,0
10371,2,CA,No,Title I schoolwide school,65,328,1.19207317073171,0.0769230769230769,0.0461538461538462,0.846153846153846,0.0153846153846154,y1_moy,78.0333333333333,0
10371,2,CA,No,Title I schoolwide school,65,328,1.19207317073171,0.0769230769230769,0.0461538461538462,0.846153846153846,0.0153846153846154,y2_boy,39.027027027027,1
10371,2,CA,No,Title I schoolwide school,65,328,1.19207317073171,0.0769230769230769,0.0461538461538462,0.846153846153846,0.0153846153846154,y2_moy,67.1666666666667,1
10371,3,CA,No,Title I schoolwide school,72,328,1.19207317073171,0.0277777777777778,0.0416666666666667,0.902777777777778,0.0277777777777778,y1_boy,69.6811594202899,0
10371,3,CA,No,Title I schoolwide school,72,328,1.19207317073171,0.0277777777777778,0.0416666666666667,0.902777777777778,0.0277777777777778,y1_moy,101.029411764706,0
10371,3,CA,No,Title I schoolwide school,72,328,1.19207317073171,0.0277777777777778,0.0416666666666667,0.902777777777778,0.0277777777777778,y2_boy,61.6166666666667,1
10371,3,CA,No,Title I schoolwide school,72,328,1.19207317073171,0.0277777777777778,0.0416666666666667,0.902777777777778,0.0277777777777778,y2_moy,86.6349206349206,1
10371,4,CA,No,Title I schoolwide school,75,328,1.19207317073171,0.0133333333333333,0.0133333333333333,0.92,0.0266666666666667,y1_boy,94.3913043478261,0
10371,4,CA,No,Title I schoolwide school,75,328,1.19207317073171,0.0133333333333333,0.0133333333333333,0.92,0.0266666666666667,y1_moy,136.36231884058,0
10371,4,CA,No,Title I schoolwide school,75,328,1.19207317073171,0.0133333333333333,0.0133333333333333,0.92,0.0266666666666667,y2_boy,81.7543859649123,1
10371,4,CA,No,Title I schoolwide school,75,328,1.19207317073171,0.0133333333333333,0.0133333333333333,0.92,0.0266666666666667,y2_moy,120.75,1
10371,5,CA,No,Title I schoolwide school,65,328,1.19207317073171,0.154718227450166,0.0461538461538462,0.892307692307692,0.0615384615384615,y1_boy,103.322580645161,0
10371,5,CA,No,Title I schoolwide school,65,328,1.19207317073171,0.154718227450166,0.0461538461538462,0.892307692307692,0.0615384615384615,y1_moy,123.507936507937,0
10371,5,CA,No,Title I schoolwide school,65,328,1.19207317073171,0.154718227450166,0.0461538461538462,0.892307692307692,0.0615384615384615,y2_boy,107.784615384615,1
10371,5,CA,No,Title I schoolwide school,65,328,1.19207317073171,0.154718227450166,0.0461538461538462,0.892307692307692,0.0615384615384615,y2_moy,117.64406779661,1
10372,1,CA,No,Title I schoolwide school,27,125,1.112,0.0740740740740741,0.486153252935975,0.888888888888889,0.037037037037037,y1_boy,18.72,0
10372,1,CA,No,Title I schoolwide school,27,125,1.112,0.0740740740740741,0.486153252935975,0.888888888888889,0.037037037037037,y1_moy,41,0
10372,1,CA,No,Title I schoolwide school,27,125,1.112,0.0740740740740741,0.486153252935975,0.888888888888889,0.037037037037037,y2_boy,21.4615384615385,1
10372,1,CA,No,Title I schoolwide school,27,125,1.112,0.0740740740740741,0.486153252935975,0.888888888888889,0.037037037037037,y2_moy,42.75,1
10372,2,CA,No,Title I schoolwide school,16,125,1.112,0.206877492274223,0.380089598712168,0.9375,0.0625,y1_boy,55.3571428571429,0
10372,2,CA,No,Title I schoolwide school,16,125,1.112,0.206877492274223,0.380089598712168,0.9375,0.0625,y1_moy,88.3333333333333,0
10372,2,CA,No,Title I schoolwide school,16,125,1.112,0.206877492274223,0.380089598712168,0.9375,0.0625,y2_boy,53.0416666666667,1
10372,2,CA,No,Title I schoolwide school,16,125,1.112,0.206877492274223,0.380089598712168,0.9375,0.0625,y2_moy,80.4545454545455,1
10372,3,CA,No,Title I schoolwide school,21,125,1.112,0.0126291492819645,0.0476190476190476,0.904761904761905,0.0476190476190476,y1_boy,65.7,0
10372,3,CA,No,Title I schoolwide school,21,125,1.112,0.0126291492819645,0.0476190476190476,0.904761904761905,0.0476190476190476,y1_moy,75.5833333333333,0
10372,3,CA,No,Title I schoolwide school,21,125,1.112,0.0126291492819645,0.0476190476190476,0.904761904761905,0.0476190476190476,y2_boy,90.8181818181818,1
10372,3,CA,No,Title I schoolwide school,21,125,1.112,0.0126291492819645,0.0476190476190476,0.904761904761905,0.0476190476190476,y2_moy,119.5,1
10372,4,CA,No,Title I schoolwide school,23,125,1.112,0.0785837728136647,0.229582008897265,0.869565217391304,0.0869565217391304,y1_boy,110.136363636364,0
10372,4,CA,No,Title I schoolwide school,23,125,1.112,0.0785837728136647,0.229582008897265,0.869565217391304,0.0869565217391304,y1_moy,92.1666666666667,0
10372,4,CA,No,Title I schoolwide school,23,125,1.112,0.0785837728136647,0.229582008897265,0.869565217391304,0.0869565217391304,y2_boy,60.65,1
10372,4,CA,No,Title I schoolwide school,23,125,1.112,0.0785837728136647,0.229582008897265,0.869565217391304,0.0869565217391304,y2_moy,103.3,1
10372,5,CA,No,Title I schoolwide school,21,125,1.112,0.0476190476190476,0,0.904761904761905,0.0476190476190476,y1_boy,102.2,0
10372,5,CA,No,Title I schoolwide school,21,125,1.112,0.0476190476190476,0,0.904761904761905,0.0476190476190476,y1_moy,71.75,0
10372,5,CA,No,Title I schoolwide school,21,125,1.112,0.0476190476190476,0,0.904761904761905,0.0476190476190476,y2_boy,105.904761904762,1
10372,5,CA,No,Title I schoolwide school,21,125,1.112,0.0476190476190476,0,0.904761904761905,0.0476190476190476,y2_moy,127.15,1
10373,1,CA,No,Title I schoolwide school,17,109,1.91743119266055,0.08870744147383,0.235294117647059,0.470588235294118,0.235294117647059,y1_boy,4.92857142857143,0
10373,1,CA,No,Title I schoolwide school,17,109,1.91743119266055,0.08870744147383,0.235294117647059,0.470588235294118,0.235294117647059,y1_moy,17.8666666666667,0
10373,1,CA,No,Title I schoolwide school,17,109,1.91743119266055,0.08870744147383,0.235294117647059,0.470588235294118,0.235294117647059,y2_boy,11,1
10373,1,CA,No,Title I schoolwide school,17,109,1.91743119266055,0.08870744147383,0.235294117647059,0.470588235294118,0.235294117647059,y2_moy,23.8571428571429,1
10373,2,CA,No,Title I schoolwide school,19,109,1.91743119266055,0.154792058321333,0.0526315789473684,0.526315789473684,0.315789473684211,y1_boy,43.5,0
10373,2,CA,No,Title I schoolwide school,19,109,1.91743119266055,0.154792058321333,0.0526315789473684,0.526315789473684,0.315789473684211,y1_moy,66.5909090909091,0
10373,2,CA,No,Title I schoolwide school,19,109,1.91743119266055,0.154792058321333,0.0526315789473684,0.526315789473684,0.315789473684211,y2_boy,30,1
10373,2,CA,No,Title I schoolwide school,19,109,1.91743119266055,0.154792058321333,0.0526315789473684,0.526315789473684,0.315789473684211,y2_moy,58.6153846153846,1
10373,3,CA,No,Title I schoolwide school,22,109,1.91743119266055,0.0454545454545455,0.0454545454545455,0.454545454545455,0.318181818181818,y1_boy,71.6521739130435,0
10373,3,CA,No,Title I schoolwide school,22,109,1.91743119266055,0.0454545454545455,0.0454545454545455,0.454545454545455,0.318181818181818,y1_moy,96.9090909090909,0
10373,3,CA,No,Title I schoolwide school,22,109,1.91743119266055,0.0454545454545455,0.0454545454545455,0.454545454545455,0.318181818181818,y2_boy,66.4210526315789,1
10373,3,CA,No,Title I schoolwide school,22,109,1.91743119266055,0.0454545454545455,0.0454545454545455,0.454545454545455,0.318181818181818,y2_moy,104.736842105263,1
10373,4,CA,No,Title I schoolwide school,27,109,1.91743119266055,0.0680845170422795,0.222222222222222,0.444444444444444,0.296296296296296,y1_boy,85.36,0
10373,4,CA,No,Title I schoolwide school,27,109,1.91743119266055,0.0680845170422795,0.222222222222222,0.444444444444444,0.296296296296296,y1_moy,114.111111111111,0
10373,4,CA,No,Title I schoolwide school,27,109,1.91743119266055,0.0680845170422795,0.222222222222222,0.444444444444444,0.296296296296296,y2_boy,90.5,1
10373,4,CA,No,Title I schoolwide school,27,109,1.91743119266055,0.0680845170422795,0.222222222222222,0.444444444444444,0.296296296296296,y2_moy,139.631578947368,1
10373,5,CA,No,Title I schoolwide school,24,109,1.91743119266055,0,0.0416666666666667,0.75,0.208333333333333,y1_boy,95.1363636363636,0
10373,5,CA,No,Title I schoolwide school,24,109,1.91743119266055,0,0.0416666666666667,0.75,0.208333333333333,y1_moy,115.545454545455,0
10373,5,CA,No,Title I schoolwide school,24,109,1.91743119266055,0,0.0416666666666667,0.75,0.208333333333333,y2_boy,91.8518518518518,1
10373,5,CA,No,Title I schoolwide school,24,109,1.91743119266055,0,0.0416666666666667,0.75,0.208333333333333,y2_moy,108.925925925926,1
10374,1,CA,No,Title I schoolwide school,45,189,1.01587301587302,0.0666666666666667,0.866666666666667,0.0444444444444444,0.760597091642116,y1_boy,26.5581395348837,0
10374,1,CA,No,Title I schoolwide school,45,189,1.01587301587302,0.0666666666666667,0.866666666666667,0.0444444444444444,0.760597091642116,y1_moy,41.3953488372093,0
10374,1,CA,No,Title I schoolwide school,45,189,1.01587301587302,0.0666666666666667,0.866666666666667,0.0444444444444444,0.760597091642116,y2_boy,31.5789473684211,1
10374,1,CA,No,Title I schoolwide school,45,189,1.01587301587302,0.0666666666666667,0.866666666666667,0.0444444444444444,0.760597091642116,y2_moy,41.8421052631579,1
10374,2,CA,No,Title I schoolwide school,38,189,1.01587301587302,0.0263157894736842,0.789473684210526,0.157894736842105,0.0263157894736842,y1_boy,59.5454545454545,0
10374,2,CA,No,Title I schoolwide school,38,189,1.01587301587302,0.0263157894736842,0.789473684210526,0.157894736842105,0.0263157894736842,y1_moy,84.375,0
10374,2,CA,No,Title I schoolwide school,38,189,1.01587301587302,0.0263157894736842,0.789473684210526,0.157894736842105,0.0263157894736842,y2_boy,56.1578947368421,1
10374,2,CA,No,Title I schoolwide school,38,189,1.01587301587302,0.0263157894736842,0.789473684210526,0.157894736842105,0.0263157894736842,y2_moy,73.2424242424242,1
10374,3,CA,No,Title I schoolwide school,35,189,1.01587301587302,0.0297573029804745,0.885714285714286,0.114285714285714,0.855238571626626,y1_boy,77.3548387096774,0
10374,3,CA,No,Title I schoolwide school,35,189,1.01587301587302,0.0297573029804745,0.885714285714286,0.114285714285714,0.855238571626626,y1_moy,101.6,0
10374,3,CA,No,Title I schoolwide school,35,189,1.01587301587302,0.0297573029804745,0.885714285714286,0.114285714285714,0.855238571626626,y2_boy,63.8666666666667,1
10374,3,CA,No,Title I schoolwide school,35,189,1.01587301587302,0.0297573029804745,0.885714285714286,0.114285714285714,0.855238571626626,y2_moy,101.58064516129,1
10374,4,CA,No,Title I schoolwide school,38,189,1.01587301587302,0.0781193734983349,0.68421052631579,0.210526315789474,0.823886219145678,y1_boy,102.151515151515,0
10374,4,CA,No,Title I schoolwide school,38,189,1.01587301587302,0.0781193734983349,0.68421052631579,0.210526315789474,0.823886219145678,y1_moy,121.78125,0
