sch_deid,grade,st,school_magnet,school_titlei,tr_ts,school_enroll,frpl_prop,asian_prop,black_prop,hisp_prop,white_prop,period,mean_orf,post
10004,2,AL,No,Title I targeted assistance school,138,418,0.380382775119617,0.0797101449275362,0.202898550724638,0.0869565217391304,0.594202898550725,y1_boy,81.2043795620438,0
10004,2,AL,No,Title I targeted assistance school,138,418,0.380382775119617,0.0797101449275362,0.202898550724638,0.0869565217391304,0.594202898550725,y1_moy,118.929078014184,0
10004,2,AL,No,Title I targeted assistance school,138,418,0.380382775119617,0.0797101449275362,0.202898550724638,0.0869565217391304,0.594202898550725,y2_boy,71.4778761061947,1
10004,2,AL,No,Title I targeted assistance school,138,418,0.380382775119617,0.0797101449275362,0.202898550724638,0.0869565217391304,0.594202898550725,y2_moy,105.529411764706,1
10004,3,AL,No,Title I targeted assistance school,156,418,0.380382775119617,0.134615384615385,0.185897435897436,0.0897435897435897,0.519230769230769,y1_boy,101.284768211921,0
10004,3,AL,No,Title I targeted assistance school,156,418,0.380382775119617,0.134615384615385,0.185897435897436,0.0897435897435897,0.519230769230769,y1_moy,132.473684210526,0
10004,3,AL,No,Title I targeted assistance school,156,418,0.380382775119617,0.134615384615385,0.185897435897436,0.0897435897435897,0.519230769230769,y2_boy,97.6666666666667,1
10004,3,AL,No,Title I targeted assistance school,156,418,0.380382775119617,0.134615384615385,0.185897435897436,0.0897435897435897,0.519230769230769,y2_moy,126.777777777778,1
10005,1,AL,No,Not a Title I school,143,407,0.4004914004914,0.104895104895105,0.202797202797203,0.0699300699300699,0.538461538461538,y1_boy,35.9022556390977,0
10005,1,AL,No,Not a Title I school,143,407,0.4004914004914,0.104895104895105,0.202797202797203,0.0699300699300699,0.538461538461538,y1_moy,65.1692307692308,0
10005,1,AL,No,Not a Title I school,143,407,0.4004914004914,0.104895104895105,0.202797202797203,0.0699300699300699,0.538461538461538,y2_boy,31.2982456140351,1
10005,1,AL,No,Not a Title I school,143,407,0.4004914004914,0.104895104895105,0.202797202797203,0.0699300699300699,0.538461538461538,y2_moy,48.1428571428571,1
10005,2,AL,No,Not a Title I school,136,407,0.4004914004914,0.132352941176471,0.205882352941176,0.0367647058823529,0.566176470588235,y1_boy,83.3730158730159,0
10005,2,AL,No,Not a Title I school,136,407,0.4004914004914,0.132352941176471,0.205882352941176,0.0367647058823529,0.566176470588235,y1_moy,114.763779527559,0
10005,2,AL,No,Not a Title I school,136,407,0.4004914004914,0.132352941176471,0.205882352941176,0.0367647058823529,0.566176470588235,y2_boy,75.9710144927536,1
10005,2,AL,No,Not a Title I school,136,407,0.4004914004914,0.132352941176471,0.205882352941176,0.0367647058823529,0.566176470588235,y2_moy,102.514084507042,1
10005,3,AL,No,Not a Title I school,128,407,0.4004914004914,0.0703125,0.203125,0.078125,0.546875,y1_boy,106.96,0
10005,3,AL,No,Not a Title I school,128,407,0.4004914004914,0.0703125,0.203125,0.078125,0.546875,y1_moy,132.918032786885,0
10005,3,AL,No,Not a Title I school,128,407,0.4004914004914,0.0703125,0.203125,0.078125,0.546875,y2_boy,93.015873015873,1
10005,3,AL,No,Not a Title I school,128,407,0.4004914004914,0.0703125,0.203125,0.078125,0.546875,y2_moy,118.992063492063,1
10006,1,AL,No,Not a Title I school,175,493,0.432048681541582,0.0628571428571429,0.211428571428571,0.0914285714285714,0.565714285714286,y1_boy,28.2705882352941,0
10006,1,AL,No,Not a Title I school,175,493,0.432048681541582,0.0628571428571429,0.211428571428571,0.0914285714285714,0.565714285714286,y1_moy,48.9653179190751,0
10006,1,AL,No,Not a Title I school,175,493,0.432048681541582,0.0628571428571429,0.211428571428571,0.0914285714285714,0.565714285714286,y2_boy,30.1860465116279,1
10006,1,AL,No,Not a Title I school,175,493,0.432048681541582,0.0628571428571429,0.211428571428571,0.0914285714285714,0.565714285714286,y2_moy,47.2671232876712,1
10006,2,AL,No,Not a Title I school,153,493,0.432048681541582,0.0784313725490196,0.130718954248366,0.0915032679738562,0.581699346405229,y1_boy,81.1948051948052,0
10006,2,AL,No,Not a Title I school,153,493,0.432048681541582,0.0784313725490196,0.130718954248366,0.0915032679738562,0.581699346405229,y1_moy,117.7,0
10006,2,AL,No,Not a Title I school,153,493,0.432048681541582,0.0784313725490196,0.130718954248366,0.0915032679738562,0.581699346405229,y2_boy,68.16875,1
10006,2,AL,No,Not a Title I school,153,493,0.432048681541582,0.0784313725490196,0.130718954248366,0.0915032679738562,0.581699346405229,y2_moy,100.975460122699,1
10006,3,AL,No,Not a Title I school,165,493,0.432048681541582,0.0727272727272727,0.157575757575758,0.0848484848484849,0.593939393939394,y1_boy,97.9230769230769,0
10006,3,AL,No,Not a Title I school,165,493,0.432048681541582,0.0727272727272727,0.157575757575758,0.0848484848484849,0.593939393939394,y1_moy,133.645569620253,0
10006,3,AL,No,Not a Title I school,165,493,0.432048681541582,0.0727272727272727,0.157575757575758,0.0848484848484849,0.593939393939394,y2_boy,103.805755395683,1
10006,3,AL,No,Not a Title I school,165,493,0.432048681541582,0.0727272727272727,0.157575757575758,0.0848484848484849,0.593939393939394,y2_moy,131.131034482759,1
10007,2,AL,No,Title I schoolwide eligible-Title I targeted assistance program,218,436,0.954128440366972,0.00458715596330275,0.137614678899083,0.036697247706422,0.747706422018349,y1_boy,60.8483412322275,0
10007,2,AL,No,Title I schoolwide eligible-Title I targeted assistance program,218,436,0.954128440366972,0.00458715596330275,0.137614678899083,0.036697247706422,0.747706422018349,y1_moy,99.1330049261084,0
10007,2,AL,No,Title I schoolwide eligible-Title I targeted assistance program,218,436,0.954128440366972,0.00458715596330275,0.137614678899083,0.036697247706422,0.747706422018349,y2_boy,58.7488584474886,1
10007,2,AL,No,Title I schoolwide eligible-Title I targeted assistance program,218,436,0.954128440366972,0.00458715596330275,0.137614678899083,0.036697247706422,0.747706422018349,y2_moy,93.6792452830189,1
10008,1,AL,No,Title I schoolwide eligible-Title I targeted assistance program,39,131,0.916030534351145,0.0592952506904517,0.538461538461538,0.0501769336193578,0.435897435897436,y1_boy,18.5555555555556,0
10008,1,AL,No,Title I schoolwide eligible-Title I targeted assistance program,39,131,0.916030534351145,0.0592952506904517,0.538461538461538,0.0501769336193578,0.435897435897436,y1_moy,30.1714285714286,0
10008,1,AL,No,Title I schoolwide eligible-Title I targeted assistance program,39,131,0.916030534351145,0.0592952506904517,0.538461538461538,0.0501769336193578,0.435897435897436,y2_boy,12.047619047619,1
10008,1,AL,No,Title I schoolwide eligible-Title I targeted assistance program,39,131,0.916030534351145,0.0592952506904517,0.538461538461538,0.0501769336193578,0.435897435897436,y2_moy,25.65,1
10008,2,AL,No,Title I schoolwide eligible-Title I targeted assistance program,47,131,0.916030534351145,0.0212765957446809,0.468085106382979,0.0212765957446809,0.468085106382979,y1_boy,55.9782608695652,0
10008,2,AL,No,Title I schoolwide eligible-Title I targeted assistance program,47,131,0.916030534351145,0.0212765957446809,0.468085106382979,0.0212765957446809,0.468085106382979,y1_moy,77.3541666666667,0
10008,2,AL,No,Title I schoolwide eligible-Title I targeted assistance program,47,131,0.916030534351145,0.0212765957446809,0.468085106382979,0.0212765957446809,0.468085106382979,y2_boy,44.0833333333333,1
10008,2,AL,No,Title I schoolwide eligible-Title I targeted assistance program,47,131,0.916030534351145,0.0212765957446809,0.468085106382979,0.0212765957446809,0.468085106382979,y2_moy,64.945945945946,1
10008,3,AL,No,Title I schoolwide eligible-Title I targeted assistance program,45,131,0.916030534351145,0.0222222222222222,0.644444444444445,0.26387068290665,0.333333333333333,y1_boy,82.2619047619048,0
10008,3,AL,No,Title I schoolwide eligible-Title I targeted assistance program,45,131,0.916030534351145,0.0222222222222222,0.644444444444445,0.26387068290665,0.333333333333333,y1_moy,105.675,0
10008,3,AL,No,Title I schoolwide eligible-Title I targeted assistance program,45,131,0.916030534351145,0.0222222222222222,0.644444444444445,0.26387068290665,0.333333333333333,y2_boy,65.9259259259259,1
10008,3,AL,No,Title I schoolwide eligible-Title I targeted assistance program,45,131,0.916030534351145,0.0222222222222222,0.644444444444445,0.26387068290665,0.333333333333333,y2_moy,88.525,1
10009,1,AL,No,Title I schoolwide eligible-Title I targeted assistance program,165,340,0.361764705882353,0.145454545454545,0.2,0.0787878787878788,0.551515151515152,y1_boy,38.1633986928105,0
10009,1,AL,No,Title I schoolwide eligible-Title I targeted assistance program,165,340,0.361764705882353,0.145454545454545,0.2,0.0787878787878788,0.551515151515152,y1_moy,53.9698795180723,0
10009,1,AL,No,Title I schoolwide eligible-Title I targeted assistance program,165,340,0.361764705882353,0.145454545454545,0.2,0.0787878787878788,0.551515151515152,y2_boy,29.3548387096774,1
10009,1,AL,No,Title I schoolwide eligible-Title I targeted assistance program,165,340,0.361764705882353,0.145454545454545,0.2,0.0787878787878788,0.551515151515152,y2_moy,7.33333333333333,1
