sedalea,sedaleaname,fips,stateabb,math,read,pernam,perasn,perhsp,perblk,perwht,perfl,perecd,perell,perspeced,totenrl,rsflnfl,sesavgall,lninc50avgall,baplusavgall,unempavgall,snapavgall,single_momavgall,locale
100005,ALBERTVILLE CITY                                            ,1,AL,-0.143183955965757,-0.0467550117814803,0.0018611979,0.0045871376,0.39539066,0.024060022,0.57410097,0.56339848,0.64269531,0.13916332,0.059267186,2082,0,-0.51272231,10.54412,0.14800704,0.045677934,0.15436938,0.20287718,Town
100006,MARSHALL COUNTY                                             ,1,AL,-0.115978943101111,-0.0500796372136991,0.0035525709,0.0019574817,0.17706923,0.010086352,0.80733436,0.62796849,0.74240881,0.05397021,0.1068316,2610.2,0.055791158,-0.13674477,10.611585,0.14962283,0.060901482,0.10738941,0.14622924,Rural
100007,HOOVER CITY                                                 ,1,AL,0.176048227381081,0.301123551075909,0.00078198803,0.066629976,0.076935574,0.23495801,0.62069446,0.19669166,0.25028068,0.039336637,0.068741523,6570.2,0.04568347,1.5154629,11.262521,0.54903048,0.040472612,0.026761314,0.12563546,Urban
100008,MADISON CITY                                                ,1,AL,0.303720353045987,0.451796907299549,0.0056949849,0.089439593,0.038899027,0.20429561,0.6616708,0.16617025,0.20715059,0.025874898,0.083988212,4236.9,0.0059895958,1.4693873,11.326925,0.5451892,0.046394773,0.038051013,0.13510266,Suburb
100011,LEEDS CITY                                                  ,1,AL,-0.240256687912379,-0.0578095833589042,0.0027059836,0.0080363089,0.12541057,0.23650961,0.62733752,0.47104907,0.56753236,0.048611969,0.10366943,804.4,0,0.35376999,10.838936,0.27139002,0.063692257,0.073006228,0.18920054,Suburb
100012,BOAZ CITY                                                   ,1,AL,-0.115614502827486,0.0908538642286047,0.0046890383,0.0065403227,0.22992738,0.01814319,0.74070007,0.557019,0.64841735,0.068176471,0.067718275,1044.2,9.803271e-05,-0.25258929,10.512493,0.16943726,0.055628557,0.12993811,0.18595912,Town
100013,TRUSSVILLE CITY                                             ,1,AL,0.130643057721992,0.239533107779029,0.0020420607,0.023075707,0.0094314115,0.10530009,0.86015075,0.074961141,0.10323659,0.0083356043,0.062909268,2028.6,0.001502124,1.4827358,11.348258,0.3989619,0.043220326,0.027184043,0.11120128,Suburb
100030,ALEXANDER CITY                                              ,1,AL,-0.0488997596459163,0.0271119461539117,0.0014152628,0.0085435752,0.042387065,0.38983953,0.5578146,0.5296548,0.60430288,0.020422639,0.1208211,1425.1,2.371606e-05,-0.77880746,10.538093,0.1735118,0.087856755,0.17874047,0.2537283,Town
100060,ANDALUSIA CITY                                              ,1,AL,-0.0113273289371425,0.125630922664724,0.0003500462,0.015343884,0.020519497,0.32832059,0.63546598,0.51694173,0.57653219,0.0059712371,0.095569789,801.5,1.0430182e-05,-0.75636888,10.41216,0.20438021,0.08726082,0.16285039,0.26080242,Town
100090,ANNISTON CITY                                               ,1,AL,-0.457003914005617,-0.277846051285688,0.0006075725,0.0023939561,0.026592584,0.91632175,0.054084107,0.81734264,0.88430774,0.009316464,0.088853598,941.4,0.034147043,-1.4210477,10.404073,0.21677226,0.11182227,0.21307372,0.33080563,Urban
100100,ARAB CITY                                                   ,1,AL,0.192661306347098,0.32020602610921,0.0017864428,0.0079788091,0.017960966,0.0023925358,0.96988124,0.28400677,0.36856493,0.0047267932,0.077720366,1148.1,0,-0.14899005,10.731022,0.23765917,0.060146224,0.15280449,0.19023289,Rural
100120,ATHENS CITY                                                 ,1,AL,0.0196341714010509,0.211997487341553,0.0046085948,0.015421761,0.13651723,0.24022704,0.60322535,0.45829281,0.51769471,0.057941046,0.078622922,1619.9,0.033217583,-0.24565406,10.677295,0.25583845,0.091684155,0.13345504,0.20244099,Town
100180,ATTALLA CITY                                                ,1,AL,-0.272202463692983,-0.0614296225275581,0.0017416958,0.0019238292,0.074538469,0.17112042,0.75067556,0.63174582,0.73519504,0.022947403,0.10524239,696.5,9.1939495e-05,-0.69900256,10.496804,0.091552444,0.091632605,0.13981961,0.22996049,Suburb
100185,SARALAND CITY                                               ,1,AL,0.0964410484684171,0.156596052834966,0.012111854,0.012675752,0.017923286,0.15831646,0.79897267,0.43093735,0.5358519,0.0055396119,0.08664538,1173.8,0,-0.13978778,10.824243,0.18663982,0.076527677,0.12905301,0.21737742,Suburb
100188,CHICKASAW CITY                                              ,1,AL,-0.393387952892615,-0.20801778617523,0.0022830223,0.0031733555,0.017280117,0.70050991,0.27675363,0.73358381,0.84525472,0.011770677,0.11639214,411.5,0.030352039,-1.2499243,10.514634,0.17120278,0.070380963,0.20844413,0.36096007,Suburb
100189,SATSUMA CITY                                                ,1,AL,-0.0969189114242474,0.109242763862886,0.018040359,0.007442995,0.0095304213,0.11676802,0.8482182,0.39341128,0.49744132,0.0096991919,0.097979605,555,0,0.034684129,10.831509,0.18398894,0.07044033,0.11927372,0.16627811,Suburb
100190,ALABASTER CITY                                              ,1,AL,-0.0275972262212134,0.0793362802628087,0.00087097241,0.012644188,0.15701573,0.18079291,0.64867616,0.31290567,0.37624401,0.055260643,0.069935098,2877.3,0.0012677778,1.0864055,11.165077,0.35989553,0.043235019,0.048360739,0.12483216,Suburb
100194,PELHAM CITY                                                 ,1,AL,-0.0661892565956019,0.0976992433997561,0.0013202818,0.02960021,0.30050898,0.12095255,0.54761797,0.34997243,0.42537329,0.067336917,0.065551281,1023.9,0.00018845899,1.1577584,11.152538,0.36842021,0.043059383,0.035365231,0.14248444,Suburb
100210,AUBURN CITY                                                 ,1,AL,0.295305094533351,0.351897538842359,0.0012743877,0.090646483,0.031563256,0.25667694,0.61983895,0.24270882,0.28512913,0.025260437,0.080387771,3426.2,0.00303016,0.15531127,10.5388,0.55186838,0.058163825,0.058989443,0.18540116,Urban
100240,AUTAUGA COUNTY                                              ,1,AL,0.0595370631328879,0.138496752896812,0.0024620737,0.017062953,0.02516083,0.24395387,0.71136028,0.38739073,0.47015727,0.0093158092,0.081025831,4481.5,0.053307675,0.33635479,10.902548,0.24443664,0.052863445,0.1075202,0.16986774,Suburb
100270,BALDWIN COUNTY                                              ,1,AL,0.0193378411245619,0.118226956407758,0.005558758,0.0091002379,0.06267824,0.1344251,0.78823769,0.38542849,0.47462332,0.02347865,0.11185211,13609.4,0.12229241,0.6008476,10.861103,0.28982705,0.050880406,0.065615661,0.14605756,Suburb
100300,BARBOUR COUNTY                                              ,1,AL,-0.592951064162417,-0.397025154753695,0.0011754971,0.0012992762,0.10566588,0.82161909,0.070240237,0.88179356,0.94039035,0.050893512,0.10011839,422.5,0,-1.2801656,10.379585,0.086022578,0.083827592,0.22848059,0.25089389,Rural
100330,BESSEMER CITY                                               ,1,AL,-0.375262317924692,-0.285673302693495,0.00078777084,0.00065331598,0.05688487,0.91712439,0.024549674,0.80221033,0.86671782,0.019199651,0.080386296,1934.6,0.018437792,-1.9076241,10.304879,0.13401878,0.12404216,0.22667345,0.42128956,Suburb
100360,BIBB COUNTY                                                 ,1,AL,-0.275926729870902,-0.10978027335747,0.00081429846,0.0028222739,0.018935759,0.21893357,0.75849408,0.54509157,0.65608144,0.0053051859,0.11941047,1588,0.011178048,-0.010503926,10.674666,0.1132527,0.062473699,0.10473296,0.17300926,Rural
100390,BIRMINGHAM CITY                                             ,1,AL,-0.341036422488446,-0.206973643557028,0.00059520651,0.0018311476,0.042503405,0.94406873,0.011001512,0.75453514,0.84446365,0.021913031,0.096902169,11336.05,0.11705296,-1.5089678,10.415277,0.23943502,0.11347695,0.19442445,0.42196029,Urban
100420,BLOUNT COUNTY                                               ,1,AL,-0.222222697393445,-0.0474759201525677,0.0020487541,0.0022104613,0.12779728,0.012445018,0.85549849,0.45494211,0.56499195,0.035441007,0.094383247,3839.1,0.050032172,0.27205354,10.762651,0.11715426,0.052057628,0.085198544,0.12692657,Rural
100450,BREWTON CITY                                                ,1,AL,0.0385915058793462,0.235858424838261,0.0030239404,0.0060502728,0.011966443,0.3723025,0.60665685,0.45047104,0.50500971,0.0044920961,0.059690129,535.6,0,-0.93558419,10.528736,0.24622999,0.082094692,0.17853901,0.2741183,Town
100480,BULLOCK COUNTY                                              ,1,AL,-0.823742146626052,-0.539144678240416,0,0.00043778226,0.10482747,0.88509279,0.0096419482,0.78214639,0.90355998,0.053043909,0.091910012,679.2,0.0034884047,-1.7074941,10.330298,0.11237054,0.098340318,0.22133736,0.32022348,Town
100510,BUTLER COUNTY                                               ,1,AL,-0.168615693870881,-0.0700489633819497,0.0014448543,0.0074341027,0.0072549409,0.63175285,0.35211328,0.71145457,0.80772454,0.0032757511,0.088483907,1457.6,0.02860738,-0.91011423,10.471583,0.14241594,0.078024715,0.16375296,0.28935,Town
100540,CALHOUN COUNTY                                              ,1,AL,-0.127734004264018,0.0497492028439754,0.0028329128,0.0054747318,0.03158069,0.13937089,0.82074076,0.48916754,0.60373986,0.0097040283,0.096575253,4294.3,0.049634594,-0.12890297,10.751057,0.14529952,0.080299459,0.12325497,0.17701842,Suburb
100600,CHAMBERS COUNTY                                             ,1,AL,-0.29110665010786,-0.102496813842717,0.0018707957,0.004716076,0.017234497,0.47320977,0.50296885,0.61237013,0.72082728,0.0045628422,0.1148361,1758.8,0.07974837,-0.31981239,10.543152,0.10879993,0.072574601,0.11963474,0.20602079,Town
100630,CHEROKEE COUNTY                                             ,1,AL,-0.181083792565866,-0.0801450515888712,0.066368043,0.0046699601,0.012712101,0.051949348,0.86430055,0.5241971,0.64853495,0.0028330253,0.087040454,1883.9,0.019275313,-0.1818821,10.609464,0.11458386,0.080939278,0.12916949,0.13193783,Rural
100660,CHILTON COUNTY                                              ,1,AL,-0.197157371647691,-0.0400116909442066,0.0011877243,0.0036618388,0.11647595,0.11982919,0.75884533,0.54160172,0.64817512,0.039578408,0.085938893,3632.1,0.012283404,-0.37736088,10.641998,0.12762941,0.07600449,0.15583681,0.17550124,Rural
100690,CHOCTAW COUNTY                                              ,1,AL,-0.430621062432817,-0.270694973570702,0.0020845167,0.0011057688,0.0075656367,0.65391666,0.33532742,0.68251228,0.78098023,0.0024942525,0.096900642,766.4,0.029444007,-1.0917526,10.399101,0.1195752,0.097140558,0.1813301,0.25734794,Rural
100720,CLARKE COUNTY                                               ,1,AL,-0.255251454163134,-0.0331553515842481,0.0023237362,0.0038195192,0.010216131,0.64305949,0.34058112,0.62893701,0.7201069,0.0015604848,0.076549098,1364.9,0.0070228572,-1.1537888,10.324933,0.11589911,0.10877164,0.16188881,0.1919131,Rural
100750,CLAY COUNTY                                                 ,1,AL,-0.20619826761344,-0.0919521429706202,0.0016080044,0.002183811,0.045179013,0.19035113,0.76067805,0.5515222,0.69276881,0.0089978762,0.093065456,952.4,0.001937826,-0.36084798,10.583521,0.096280627,0.075071387,0.11900697,0.18082353,Rural
100780,CLEBURNE COUNTY                                             ,1,AL,-0.0622986821409536,0.0323397371682132,0.0010756762,0.00012847607,0.024453228,0.050537009,0.92380559,0.48487216,0.62249178,0.0064788498,0.096361242,1193.6,0.012949904,-0.44640893,10.514538,0.12053628,0.095832214,0.1234649,0.15274455,Rural
100810,COFFEE COUNTY                                               ,1,AL,-0.119570408700348,0.0132234250025678,0.019771954,0.003160483,0.019252699,0.048459198,0.90935564,0.4505142,0.58660877,0.0024185209,0.070581637,947.2,0.0048462409,0.22011438,10.738412,0.16789766,0.058079652,0.09745729,0.11998133,Rural
100840,COLBERT COUNTY                                              ,1,AL,-0.243103796195629,-0.0792018972708499,0.004338095,0.0039365268,0.029511839,0.1220644,0.8401491,0.58689529,0.71258318,0.0076504108,0.10704077,1230.8,0.0088147651,0.056873616,10.685351,0.14219525,0.074852988,0.07776089,0.13574845,Rural
100870,CONECUH COUNTY                                              ,1,AL,-0.251650337716122,-0.135750088924682,0.0028182536,0.00095202698,0.0071746893,0.79354978,0.19550523,0.76389849,0.91140264,0.0039459793,0.088640265,742.9,0.042869478,-1.195047,10.32156,0.10043412,0.095658138,0.16699612,0.2566354,Rural
100900,COOSA COUNTY                                                ,1,AL,-0.318888949413331,-0.135826676491199,0.0015977112,7.0888833e-05,0.026146259,0.44114575,0.53103936,0.66424072,0.75947005,0.008226091,0.088254914,527.8,0,-0.23252493,10.489231,0.10461797,0.060494903,0.10266461,0.17629544,Rural
100930,COVINGTON COUNTY                                            ,1,AL,-0.174886984695428,0.0104368954300485,0.0021712456,0.0068481117,0.0082234787,0.063745402,0.91901177,0.52484536,0.61966854,0.00086792029,0.11316379,1411.1,0.032034192,-0.36043984,10.582698,0.13164927,0.083623983,0.13843179,0.16372024,Rural
100960,CRENSHAW COUNTY                                             ,1,AL,-0.163683631234603,-0.0561513263417478,0.0013570716,0.012235529,0.018524025,0.3201732,0.6477102,0.53082961,0.63439888,0.011506243,0.097099826,1035.8,0.0022757396,-0.68598795,10.468665,0.1343945,0.074498065,0.17396273,0.23122621,Rural
100990,CULLMAN CITY                                                ,1,AL,0.279345430729685,0.347335012264049,0.0028937787,0.012734966,0.078145206,0.0069330572,0.89929301,0.29341418,0.35918152,0.031850357,0.069890551,1418.3,0.031375524,-0.15949787,10.557541,0.24142915,0.062341083,0.11409479,0.20199114,Town
101020,CULLMAN COUNTY                                              ,1,AL,-0.0975964493814123,0.0352884717729719,0.0022165249,0.0030288713,0.066433907,0.012245026,0.91607565,0.5213114,0.62235415,0.022596076,0.1134852,4441.2,0.017581668,-0.046285439,10.616846,0.11162297,0.063832678,0.099460989,0.1420615,Rural
101050,DALE COUNTY                                                 ,1,AL,-0.0802251474692677,0.0410187667387,0.0043463265,0.0051665022,0.026254654,0.16895178,0.79528075,0.51718932,0.59174734,0.0066433838,0.071810871,1433.8,0.076230496,-0.32257864,10.66806,0.14022058,0.067141764,0.15205778,0.20492008,Rural
101080,DALEVILLE CITY                                              ,1,AL,-0.388229887873491,-0.108069802199348,0.007919414,0.011439693,0.12293551,0.34619537,0.51151001,0.60733533,0.70083141,0.032747775,0.090701036,529.6,0,-0.32317603,10.729233,0.16376328,0.071717776,0.16291018,0.21164656,Town
101110,DALLAS COUNTY                                               ,1,AL,-0.338900578171651,-0.214828458254236,0,0.0014338514,0.0044603106,0.75993139,0.23417445,0.74443948,0.83133596,0.0015238116,0.11213485,1618.8,0.11066812,-1.4707481,10.407546,0.11077991,0.1116702,0.22541434,0.30077809,Rural
101140,DEKALB COUNTY                                               ,1,AL,-0.259076053648627,-0.115846002488764,0.13620113,0.00095849042,0.25107336,0.0096901823,0.60207683,0.58700597,0.70001709,0.1239311,0.090469122,4087.9,0.060824323,-0.46415934,10.47304,0.10358983,0.065002307,0.14205559,0.15607092,Rural
101170,DECATUR CITY                                                ,1,AL,0.0387422888555914,0.108619513179979,0.0029920128,0.012652826,0.2197607,0.32666123,0.43793324,0.53630596,0.62580836,0.086035296,0.10288144,3950.5,0.1413658,-0.24948132,10.659089,0.2415226,0.070852764,0.12244181,0.22461164,Urban
101200,DEMOPOLIS CITY                                              ,1,AL,-0.0347696823897759,0.107245363976867,0.0010710869,0.0072203912,0.030386789,0.51133645,0.44998527,0.55109423,0.63052219,0.014453319,0.067174546,1128.5,0.025234658,-1.260152,10.366068,0.21125372,0.092048727,0.20093471,0.29295507,Town
101230,DOTHAN CITY                                                 ,1,AL,0.0862590829193871,0.194130334071598,0.0023586499,0.014771615,0.041368529,0.55572194,0.38577926,0.58717775,0.65767837,0.01402956,0.10162923,4297.9,0.23695041,-0.29780838,10.682128,0.24205881,0.072691262,0.13011521,0.25102827,Urban
101260,ELBA CITY                                                   ,1,AL,-0.262137625467471,-0.118416583564631,0.0090722768,0.0030652045,0.034094416,0.47027513,0.48349297,0.60511655,0.71606529,0.0099320179,0.10681199,323.8,0,-0.91113538,10.497916,0.12655653,0.087817639,0.16953978,0.2457471,Rural
101290,ELMORE COUNTY                                               ,1,AL,-0.118523068306708,0.05680934934726,0.0028121667,0.0083043529,0.031742014,0.26393449,0.69320697,0.43906665,0.53768539,0.012231107,0.099806368,5124.2,0.019920481,0.30066499,10.944084,0.21952544,0.068168208,0.096513264,0.17185114,Suburb
101320,ENTERPRISE CITY                                             ,1,AL,0.0943214435693896,0.217079016767906,0.0061598793,0.019838335,0.10771937,0.23054501,0.63573742,0.38141251,0.43689093,0.035483047,0.068093404,2987.8,0.048222426,0.1231368,10.849703,0.28658766,0.066466384,0.10827272,0.20883688,Town
101350,ESCAMBIA COUNTY                                             ,1,AL,-0.129604481324552,-0.0126317205243395,0.051118813,0.0036094075,0.015068425,0.4135308,0.51667255,0.70032531,0.77653778,0.001850058,0.099765353,2124.5,0.12190546,-1.0598824,10.409495,0.098649099,0.11347352,0.17452464,0.21084176,Town
101380,ETOWAH COUNTY                                               ,1,AL,-0.136808424963149,0.0402930768768529,0.002834717,0.009599668,0.030840773,0.029762158,0.92696267,0.4105044,0.52864045,0.010514571,0.085409224,4209.6,0.061592028,0.36338818,10.77784,0.17701586,0.060158171,0.072543241,0.13326307,Suburb
101410,EUFAULA CITY                                                ,1,AL,-0.21336505511162,-0.0290995359718268,0.0013623205,0.010549991,0.046293411,0.53022957,0.41156474,0.64576006,0.70045513,0.018366883,0.09331464,1414.1,0,-1.3471427,10.452359,0.1685507,0.097959116,0.21816154,0.30565777,Rural
101440,FAIRFIELD CITY                                              ,1,AL,-0.639078246602183,-0.503638663669166,0.00041984991,0.0009098727,0.014666409,0.98115504,0.0028488338,0.75558865,0.85987198,0.011048074,0.10059432,841.6,0.045677662,-1.3854953,10.512212,0.1876896,0.10932828,0.15014665,0.43136123,Suburb
101470,FAYETTE COUNTY                                              ,1,AL,-0.177865374351202,-0.0420933710539007,0.00017079868,0.0042177425,0.0095332116,0.14822179,0.83785647,0.49877328,0.61394012,0.0036582763,0.0936931,1105.1,0.0030683693,-0.46721795,10.491915,0.11389568,0.07310421,0.16535062,0.15643068,Rural
101530,FLORENCE CITY                                               ,1,AL,0.0245361161567273,0.173980088679682,0.0013371373,0.0086882766,0.078818507,0.37260482,0.53855127,0.56491184,0.61454928,0.023722716,0.089440189,1928.9,0.086443052,-0.67001218,10.451934,0.26565006,0.073793091,0.15476725,0.26306581,Urban
101560,FORT PAYNE CITY                                             ,1,AL,-0.11070248988123,0.0320138067313252,0.0055267685,0.0067665884,0.35845673,0.041272584,0.58797729,0.59214145,0.65908802,0.15103909,0.049958661,1416.1,0,-0.49809211,10.60982,0.15994757,0.059759956,0.18188229,0.19609578,Town
101590,FRANKLIN COUNTY                                             ,1,AL,-0.136664471232685,-0.0508469173384936,0.0024631582,0.0024325808,0.10769246,0.011630517,0.8757813,0.51724821,0.67521465,0.036929939,0.10467018,1547,0.036763128,-0.35591829,10.520534,0.11353484,0.066771865,0.14533943,0.16430058,Rural
101620,GADSDEN CITY                                                ,1,AL,-0.140256888809918,0.0255408270011091,0.001950477,0.0075763282,0.10394805,0.48827749,0.39824766,0.6657263,0.75098562,0.044161573,0.1081749,2386.3,0.18678145,-1.3137068,10.329714,0.15701927,0.10719027,0.18177682,0.30666935,Urban
101640,GENEVA CITY                                                 ,1,AL,-0.0724430507307492,0.0472938706967429,0.0014242512,0.0022780208,0.018771008,0.12785965,0.84966707,0.51081347,0.57635057,0.0022272896,0.10021909,590.4,0,-0.89529282,10.394208,0.10925064,0.082951561,0.14102526,0.21004421,Town
101660,GENEVA COUNTY                                               ,1,AL,-0.221894305228654,-0.0836692805183271,0.0033629898,0.0030676464,0.073619045,0.13813925,0.78181106,0.59017742,0.66416007,0.016686872,0.11561023,1290.4,0.010427575,-0.47814474,10.481574,0.094211854,0.075676076,0.15267637,0.15809496,Rural
101680,GREENE COUNTY                                               ,1,AL,-0.723363384004674,-0.481247615554909,0,0.0058399979,0.0035762375,0.98773706,0.0028467006,0.86291349,0.92943054,0.0034099568,0.07466726,578.7,0.009870518,-2.4775929,10.044376,0.097439356,0.11806044,0.30742255,0.31712896,Rural
101690,GUNTERSVILLE CITY                                           ,1,AL,0.0949076599626134,0.191042993396426,0.0036796995,0.013446922,0.068989307,0.080013447,0.83387065,0.40147889,0.45849329,0.020484084,0.060733885,903.1,4.1254198e-06,-0.17872804,10.601157,0.27035794,0.060194328,0.14509106,0.19481704,Town
101710,HALE COUNTY                                                 ,1,AL,-0.123766583823437,0.00758954710732656,0.00068658043,0.00089351303,0.011665913,0.69749159,0.28926238,0.67825019,0.78718072,0.0040085255,0.081884243,1240.2,0.17450382,-1.5966674,10.326535,0.11639383,0.11958776,0.21965654,0.30400711,Rural
101720,HALEYVILLE CITY                                             ,1,AL,-0.146531108888379,-0.0183376802245612,0.0019505757,0.0082466844,0.067074537,0.014798134,0.90793008,0.50875998,0.61197305,0.034408696,0.089910157,777.3,0,-0.81687587,10.283049,0.12418806,0.073126882,0.16534159,0.18947187,Rural
101730,HARTSELLE CITY                                              ,1,AL,0.0625755309674492,0.210681113219292,0.0048063728,0.0085196067,0.02814316,0.043925859,0.91460502,0.25215414,0.31907314,0.011179251,0.081211269,1393.3,0.021622008,0.61951619,10.85026,0.2358053,0.047829099,0.066994749,0.1348079,Suburb
101740,HENRY COUNTY                                                ,1,AL,-0.253179191417631,-0.0837029240882841,0.00046512909,0.0049571181,0.032741133,0.33841175,0.62342489,0.54798543,0.63594288,0.0059387158,0.095684916,1253.1,0.10508741,-0.22922511,10.636628,0.15888745,0.071025901,0.1421335,0.19135395,Rural
101760,HOMEWOOD CITY                                               ,1,AL,0.448557708283088,0.522022084599876,0.00075536413,0.029154344,0.10842691,0.23341629,0.62824708,0.23124367,0.28303897,0.0555101,0.063791499,1764.9,0.011366064,1.3001397,11.137991,0.6349653,0.03988032,0.035332575,0.17605822,Suburb
101770,HOUSTON COUNTY                                              ,1,AL,-0.020784517617466,0.0510774567571267,0.0015255415,0.0024370463,0.038194165,0.16176401,0.79607928,0.52398342,0.61984444,0.0043160454,0.091884993,3003.4,0.051918358,-0.056109056,10.652907,0.13020873,0.059607949,0.10616289,0.17033459,Rural
101800,HUNTSVILLE CITY                                             ,1,AL,0.0601597652145635,0.18724268945117,0.00557177,0.021311212,0.089182496,0.42740336,0.45653117,0.43484405,0.51460457,0.037457019,0.089390084,10438,0.28401026,0.16144319,10.837754,0.398067,0.073209316,0.10189486,0.23443675,Urban
101830,JACKSON COUNTY                                              ,1,AL,-0.125721238376748,-0.0242826689819142,0.09079048,0.001887068,0.037359171,0.034148503,0.83581477,0.53707868,0.67293793,0.015204852,0.074689038,2630.4,0.034592997,-0.37700284,10.511668,0.093221627,0.076312765,0.12350057,0.15178567,Rural
101860,JACKSONVILLE CITY                                           ,1,AL,-0.0392400832274094,0.182966347205084,0.0045420253,0.014144411,0.021514686,0.3119989,0.64779997,0.43933585,0.52739322,0.005226511,0.08669167,753.3,0,-1.1363064,10.480785,0.31888676,0.12260715,0.16780414,0.27983674,Urban
101890,JASPER CITY                                                 ,1,AL,0.00492923322798486,0.170653332137754,0.0013708652,0.0099627953,0.057333201,0.18841217,0.74292094,0.41670972,0.49045199,0.025357811,0.10988664,1231.8,0.064692065,-0.39745611,10.619583,0.20431361,0.071520731,0.12008329,0.25115356,Town
101920,JEFFERSON COUNTY                                            ,1,AL,-0.15832573408945,-0.00960011129655733,0.0014907513,0.0046708789,0.069560319,0.45397449,0.47030357,0.48504615,0.59073257,0.027335385,0.110572,16395.2,0.13019714,0.27155089,10.88463,0.21329653,0.064129934,0.081363663,0.20499152,Suburb
101950,LAMAR COUNTY                                                ,1,AL,-0.223929391517065,-0.0983094413503541,0.00017716183,0.00014573638,0.015165875,0.14170551,0.84280574,0.47724935,0.61710727,0.0050450051,0.099316835,1119.3,0.014738536,-0.62340242,10.433927,0.10817386,0.086773016,0.16009919,0.16132337,Rural
101980,LANETT CITY                                                 ,1,AL,-0.50754414660015,-0.335991196591691,0.0012806609,0.0023881525,0.041895181,0.85412145,0.10031457,0.86669439,0.92825645,0.02451342,0.11599516,397.9,0,-1.3846658,10.322034,0.15864226,0.10813478,0.17512111,0.31378376,Town
102010,LAUDERDALE COUNTY                                           ,1,AL,-0.0673963108977545,0.0738559430115399,0.0024081951,0.0054336493,0.015823146,0.026818367,0.94951665,0.37241977,0.48660457,0.0033276451,0.08621756,3958,0.043252517,0.24503511,10.737447,0.19747241,0.067151122,0.088988088,0.13295358,Suburb
102040,LAWRENCE COUNTY                                             ,1,AL,-0.197649641776368,-0.0347405074561969,0.10494436,0.0028646272,0.025817271,0.11798558,0.74838817,0.51628798,0.61420155,0.0085078869,0.087712049,2269.25,0.054350674,-0.051424991,10.665102,0.11035192,0.057101015,0.12296294,0.15788245,Rural
102070,LEE COUNTY                                                  ,1,AL,-0.135022649159058,-0.0163507957733138,0.0033405542,0.0060813422,0.0420187,0.22749029,0.7210691,0.47965541,0.5696035,0.0077731046,0.088129498,4516.5,0.054951578,-0.018134,10.796594,0.18488671,0.077499107,0.1052326,0.19235831,Suburb
102100,LIMESTONE COUNTY                                            ,1,AL,-0.23389732431622,-0.0395787541737081,0.0055554141,0.0049936343,0.084450498,0.089736573,0.81526387,0.40066126,0.49606395,0.031931169,0.086304672,4147.4,0.078672446,0.28281268,10.838484,0.18558377,0.066002078,0.094738826,0.13569267,Suburb
102130,LINDEN CITY                                                 ,1,AL,-0.636654809636084,-0.419679892314866,0.0013350446,8.8214532e-05,0.014420728,0.94682646,0.037329577,0.78372514,0.86996055,0.0032269,0.097386181,212.5,0,-0.75079674,10.465609,0.14168264,0.071323879,0.17098759,0.2062545,Rural
102160,LOWNDES COUNTY                                              ,1,AL,-0.546543963315116,-0.402099960678163,0.00024658773,0.0011224305,0.0014432889,0.98695809,0.010229594,0.86742955,0.919029,0.00085894595,0.10105914,771.6,0.0034914159,-1.8434582,10.33139,0.13880344,0.10477077,0.27094936,0.37779328,Rural
102190,MACON COUNTY                                                ,1,AL,-0.593320046111299,-0.33898707917543,0,0.0013072402,0.0048968191,0.9818455,0.011950434,0.87038231,0.90886927,0.0017041882,0.081062749,1027.7,0.0025902709,-1.6261926,10.279449,0.20425561,0.1166404,0.2197832,0.34797993,Town
102220,MADISON COUNTY                                              ,1,AL,0.0329120933698472,0.177036811019353,0.062965207,0.016430678,0.032827158,0.19242713,0.69534981,0.28861633,0.37756756,0.0071628387,0.089479998,8803.9,0.046942636,0.85990483,11.111982,0.33534807,0.057826471,0.064846978,0.13771072,Suburb
102250,MARENGO COUNTY                                              ,1,AL,-0.0446897245672117,0.0392970346635714,0.00039517003,0.0024289417,0.0045963833,0.65603864,0.33654085,0.69659883,0.78428495,0.00073568278,0.091534242,552.1,0.18978421,-0.96615511,10.370349,0.11871549,0.081181742,0.18204886,0.22992752,Rural
102310,MARION COUNTY                                               ,1,AL,-0.0912421019633406,0.0140230635085358,0.0029630691,0.0045503806,0.028501574,0.039074253,0.92491072,0.52978581,0.63644648,0.009207448,0.088550203,1648.25,0.014058008,-0.4496505,10.415068,0.10338049,0.063391171,0.14468053,0.17311609,Rural
102350,MIDFIELD CITY                                               ,1,AL,-0.712561415758167,-0.5402099935296,0.0013676039,0.0019095088,0.013984939,0.9703179,0.012420059,0.75171691,0.84897995,0.0071527292,0.10316078,549,0,-0.7691372,10.599537,0.15983914,0.066268221,0.16009033,0.32385656,Suburb
102370,MOBILE COUNTY                                               ,1,AL,-0.0798651511031133,0.0484170209036005,0.011394365,0.02315668,0.025805717,0.50445479,0.43518844,0.62395447,0.71817648,0.014744189,0.10431916,26271.5,0.15726148,-0.53573346,10.663801,0.21515773,0.074181631,0.17023134,0.26551148,Suburb
102400,MONROE COUNTY                                               ,1,AL,-0.30207986955247,-0.118674930428847,0.01476875,0.0041489592,0.0054785316,0.52700222,0.44860157,0.62248921,0.71585232,0.00053306797,0.078091182,1720.55,0.12765919,-1.3575895,10.315025,0.12889628,0.12874478,0.15411852,0.24527837,Rural
