sch_deid,grade,y1_boy_mean,y1_moy_mean,y2_boy_mean,y2_moy_mean,st,school_magnet,school_titlei,tr_ts,school_enroll,frpl_prop,pre,post,asian_prop,black_prop,hisp_prop,white_prop
10504,5,95.7415730337079,108.581395348837,83.0574712643678,104.674157303371,CA,No,Title I schoolwide school,93,562,1.26690391459075,102.161484191272,93.8658142838694,0.0726432150207717,0.129032258064516,0.838709677419355,0.032258064516129
10505,1,16.4022988505747,23.9270833333333,7.22641509433962,12.6478873239437,CA,No,Title I schoolwide school,98,509,1.14734774066798,20.164691091954,9.93715120914166,0.032163541261192,0.13265306122449,0.846938775510204,0.215047610172292
10505,2,32.1931818181818,57.0555555555556,38.0810810810811,55.675,CA,No,Title I schoolwide school,90,509,1.14734774066798,44.6243686868687,46.8780405405406,0.111676776284662,0.111111111111111,0.877777777777778,0.0111111111111111
10505,3,56.0119047619048,81.4886363636364,46.5185185185185,64.2125,CA,No,Title I schoolwide school,82,509,1.14734774066798,68.7502705627706,55.3655092592593,0.0121951219512195,0.146341463414634,0.792682926829268,0.0121951219512195
10505,4,72.8555555555556,113.686746987952,73.1625,101.375,CA,No,Title I schoolwide school,90,509,1.14734774066798,93.2711512717538,87.26875,0.0111111111111111,0.122222222222222,0.811111111111111,0.0555555555555556
10505,5,93.2065217391304,109.71875,87.2533333333333,105.287671232877,CA,No,Title I schoolwide school,93,509,1.14734774066798,101.462635869565,96.2705022831052,0,0.139784946236559,0.774193548387097,0.0860215053763441
10506,1,18.18,26.7388059701493,15.1780821917808,22.4285714285714,CA,No,Title I schoolwide school,130,683,1.13469985358712,22.4594029850747,18.8033268101761,0.199907015426908,0.0692307692307692,0.915384615384615,0.0153846153846154
10506,2,43.6724137931034,78.7657657657658,35.024,61.4830508474576,CA,No,Title I schoolwide school,114,683,1.13469985358712,61.2190897794346,48.2535254237288,0.0584417142545989,0.0789473684210526,0.921052631578947,0.686238533849146
10506,3,64.6239316239316,94.0263157894737,57.9150943396226,87.4485981308411,CA,No,Title I schoolwide school,117,683,1.13469985358712,79.3251237067026,72.6818462352319,0.0170940170940171,0.111111111111111,0.863247863247863,0.00854700854700855
10506,4,88.9150943396226,125.807339449541,73.2571428571429,108.660194174757,CA,No,Title I schoolwide school,107,683,1.13469985358712,107.361216894582,90.9586685159499,0.138325018185023,0.0747663551401869,0.897196261682243,0.0186915887850467
10506,5,104.119658119658,129.29203539823,101.163265306122,126.659574468085,CA,No,Title I schoolwide school,118,683,1.13469985358712,116.705846758944,113.911419887104,0.00847457627118644,0.0423728813559322,0.940677966101695,0.0786129166512618
10507,1,33.1612903225806,42.6969696969697,42.9166666666667,54.375,CA,No,Title I schoolwide school,32,205,0.624390243902439,37.9291300097752,48.6458333333334,0.40625,0,0.46875,0.213570659145129
10507,2,67.5333333333333,94.1333333333333,72.375,96.24,CA,No,Title I schoolwide school,30,205,0.624390243902439,80.8333333333333,84.3075,0.266666666666667,0.512223749148694,0.5,0.0666666666666667
10507,3,93.9411764705882,120.382352941176,82.36,110.739130434783,CA,No,Title I schoolwide school,34,205,0.624390243902439,107.161764705882,96.5495652173915,0.264705882352941,0.0588235294117647,0.529411764705882,0.0882352941176471
10507,4,91.03125,134.53125,101.821428571429,159.172413793103,CA,No,Title I schoolwide school,32,205,0.624390243902439,112.78125,130.496921182266,0.25,0.03125,0.59375,0.0625
10507,5,117.177777777778,139.911111111111,113.041666666667,129.541666666667,CA,No,Title I schoolwide school,45,205,0.624390243902439,128.544444444445,121.291666666667,0.377777777777778,0.105700873893623,0.511111111111111,0.0888888888888889
10508,1,22.6896551724138,38.46875,29.952380952381,39.7142857142857,CA,No,Title I schoolwide school,32,165,1.13939393939394,30.5792025862069,34.8333333333334,0.0222650581530897,0.376070565592107,0.96875,0.03125
10508,2,45.1785714285714,73.1034482758621,60.2631578947368,79.45,CA,No,Title I schoolwide school,31,165,1.13939393939394,59.1410098522168,69.8565789473684,0.0788198615321829,0.424127190648376,1,0.0595169880262502
10508,3,58.5217391304348,79.56,66.695652173913,89.6111111111111,CA,No,Title I schoolwide school,26,165,1.13939393939394,69.0408695652174,78.1533816425121,0.126037731725432,0.157529091238337,0.961538461538461,0.0384615384615385
10508,4,89.2307692307692,130.25,54,83.2380952380952,CA,No,Title I schoolwide school,27,165,1.13939393939394,109.740384615385,68.6190476190476,0.0575374296467051,0.239213092786927,0.962962962962963,0.037037037037037
10508,5,88.25,104.241379310345,105.578947368421,129.176470588235,CA,No,Title I schoolwide school,29,165,1.13939393939394,96.2456896551725,117.377708978328,0.062870959236366,0.420881444764444,1,0
10509,1,15.4508196721311,29.5182481751825,13.3611111111111,22.2460317460317,CA,No,Title I schoolwide school,140,779,1.2387676508344,22.4845339236568,17.8035714285714,0,0.171428571428571,0.828571428571429,0
10509,2,34.2627737226277,61.8854961832061,37.3828125,63.0534351145038,CA,No,Title I schoolwide school,137,779,1.2387676508344,48.0741349529169,50.2181238072519,0.152092820990708,0.109489051094891,0.854014598540146,0.0145985401459854
10509,3,59.8813559322034,95.6315789473684,45.0076335877863,70.9291338582677,CA,No,Title I schoolwide school,119,779,1.2387676508344,77.7564674397859,57.968383723027,0.00840336134453782,0.0672268907563025,0.915966386554622,0.667673793060798
10509,4,74.6715328467153,111.615942028986,71.551724137931,103.468468468468,CA,No,Title I schoolwide school,132,779,1.2387676508344,93.1437374378507,87.5100963031995,0.265028181037515,0.196969696969697,0.795454545454545,0.00757575757575758
10509,5,93.008064516129,108.869230769231,81.6716417910448,98.8968253968254,CA,No,Title I schoolwide school,130,779,1.2387676508344,100.93864764268,90.2842335939351,0.0182839303010105,0.1,0.846153846153846,0.0230769230769231
10510,1,26.021978021978,51.4943820224719,17.9230769230769,31.4925373134328,CA,Yes,Not a Title I school,92,446,0.493273542600897,38.758180022225,24.7078071182549,0.0108695652173913,0.0543478260869565,0.619565217391304,0.282608695652174
10510,2,69.3950617283951,100.925,64.0266666666667,94.9220779220779,CA,Yes,Not a Title I school,81,446,0.493273542600897,85.1600308641976,79.4743722943723,0,0.0493827160493827,0.555555555555556,0.333333333333333
10510,3,88.0581395348837,116.197674418605,88.4615384615385,111.5,CA,Yes,Not a Title I school,91,446,0.493273542600897,102.127906976744,99.9807692307693,0.054945054945055,0.0769230769230769,0.516483516483517,0.296703296703297
10510,4,104.944444444444,156.544444444444,96.7073170731707,140.671052631579,CA,Yes,Not a Title I school,92,446,0.493273542600897,130.744444444444,118.689184852375,0.0434782608695652,0.0652173913043478,0.521739130434783,0.293478260869565
10510,5,113.631578947368,138.823529411765,116.435294117647,118.551282051282,CA,Yes,Not a Title I school,90,446,0.493273542600897,126.227554179567,117.493288084464,0.0333333333333333,0.122222222222222,0.466666666666667,0.3
10511,1,38.0919540229885,56.3793103448276,32.3582089552239,45.4788732394366,CA,No,Title I schoolwide school,95,345,1.02028985507246,47.2356321839081,38.9185410973303,0.0736842105263158,0.0631578947368421,0.673684210526316,0.147368421052632
10511,2,63.1830985915493,96.5070422535211,70.1780821917808,93.5066666666667,CA,No,Title I schoolwide school,74,345,1.02028985507246,79.8450704225352,81.8423744292238,0.121621621621622,0.0135135135135135,0.756756756756757,0.0945945945945946
10511,3,32.6666666666667,85.7647058823529,85.5384615384615,95.5217391304348,CA,No,Title I schoolwide school,57,345,1.02028985507246,59.2156862745098,90.5301003344482,0.0526315789473684,0.0350877192982456,0.701754385964912,0.157894736842105
10511,4,88,133.25,79.2173913043478,109.423076923077,CA,No,Title I schoolwide school,55,345,1.02028985507246,110.625,94.3202341137124,0.0545454545454545,0.0545454545454545,0.763636363636364,0.0909090909090909
10511,5,66.4285714285714,76.3125,109.840909090909,108.166666666667,CA,No,Title I schoolwide school,64,345,1.02028985507246,71.3705357142857,109.003787878788,0.015625,0.015625,0.8125,0.125
10512,1,12.2105263157895,24.1397849462366,16.6181818181818,28.0491803278689,CA,No,Title I schoolwide school,92,503,1.00397614314115,18.1751556310131,22.3336810730254,0,0,0.989130434782609,1
10512,2,42.970297029703,77.3168316831683,46.2,79.296875,CA,No,Title I schoolwide school,106,503,1.00397614314115,60.1435643564357,62.7484375,0.0220609511439958,0.103332206531514,0.981132075471698,0.227379921325227
10512,3,76.83,104.427184466019,76.2763157894737,109.830985915493,CA,No,Title I schoolwide school,103,503,1.00397614314115,90.6285922330095,93.0536508524833,0.0606464849834341,0.510386718587651,0.980582524271845,0.0194174757281553
10512,4,98.3723404255319,139.886597938144,85.8904109589041,130.791666666667,CA,No,Title I schoolwide school,98,503,1.00397614314115,119.129469181838,108.341038812786,0.0102040816326531,0,0.959183673469388,0.0306122448979592
10512,5,93.5925925925926,113.009708737864,110.050632911392,128.355263157895,CA,No,Title I schoolwide school,104,503,1.00397614314115,103.301150665228,119.202948034644,0.00961538461538462,0.485691613861922,0.951923076923077,0.0384615384615385
10513,1,17.2173913043478,27.2823529411765,15.1627906976744,24.68,CA,No,Title I schoolwide school,82,403,1.13895781637717,22.2498721227622,19.9213953488372,0,0.0486218569929899,0.987804878048781,0.432297119396342
10513,2,43.9402985074627,64.5072463768116,51.2647058823529,71.3571428571429,CA,No,Title I schoolwide school,66,403,1.13895781637717,54.2237724421372,61.3109243697479,0.155376053049951,0.5673581889121,1,0.6675247150669
10513,3,73.4186046511628,103.105882352941,75.4166666666667,100.833333333333,CA,No,Title I schoolwide school,88,403,1.13895781637717,88.2622435020519,88.1249999999999,0.0799176037950927,0.630961881646491,1,0.173657223201591
10513,4,91.875,121.392405063291,85.125,119.646341463415,CA,No,Title I schoolwide school,80,403,1.13895781637717,106.633702531646,102.385670731708,0.102529517939685,0.0509297062285944,0.95,0.05
10513,5,96.0238095238095,112.294117647059,92.6527777777778,114.3125,CA,No,Title I schoolwide school,87,403,1.13895781637717,104.158963585434,103.482638888889,0.074935323523862,0.173983545698928,0.954022988505747,0.0344827586206897
10514,1,21.9189189189189,32.375,18.6818181818182,30.8461538461538,CA,No,Title I schoolwide school,41,205,0.931707317073171,27.1469594594595,24.763986013986,0.170731707317073,0.0487804878048781,0.609756097560976,0.170731707317073
10514,2,60.46875,93.8823529411765,65.7241379310345,92.9090909090909,CA,No,Title I schoolwide school,33,205,0.931707317073171,77.1755514705883,79.3166144200627,0.0909090909090909,0.0606060606060606,0.787878787878788,0.0606060606060606
10514,3,68.6428571428571,95.8947368421053,70.5862068965517,101.310344827586,CA,No,Title I schoolwide school,40,205,0.931707317073171,82.2687969924812,85.9482758620688,0.075,0.075,0.75,0.1
10514,4,82,95.1666666666667,80.6285714285714,116.514285714286,CA,No,Title I schoolwide school,40,205,0.931707317073171,88.5833333333333,98.5714285714287,0.05,0.15,0.675,0.1
10514,5,83.6666666666667,90.5384615384615,105.558823529412,123.714285714286,CA,No,Title I schoolwide school,51,205,0.931707317073171,87.1025641025641,114.636554621849,0.0980392156862745,0.215686274509804,0.607843137254902,0.0588235294117647
10515,1,20.6818181818182,34.3555555555556,18.825,29.2368421052632,CA,Yes,Title I schoolwide school,48,258,1,27.5186868686869,24.0309210526316,0.082151640055303,0.0208333333333333,0.8125,0.145833333333333
10515,2,54.4090909090909,81.7727272727273,53.609756097561,83.5853658536585,CA,Yes,Title I schoolwide school,47,258,1,68.0909090909091,68.5975609756098,0.0212765957446809,0.423867832295573,0.851063829787234,0.106382978723404
10515,3,78.5172413793103,103.385964912281,75,111.358974358974,CA,Yes,Title I schoolwide school,61,258,1,90.9516031457956,93.179487179487,0,0,0.901639344262295,0.0819672131147541
10515,4,95.7954545454545,144.454545454545,79.9166666666667,122.170212765957,CA,Yes,Title I schoolwide school,46,258,1,120.125,101.043439716312,0.0652173913043478,0.0217391304347826,0.760869565217391,0.130434782608696
10515,5,102.6875,124,114.888888888889,130.75,CA,Yes,Title I schoolwide school,56,258,1,113.34375,122.819444444445,0.0178571428571429,0.0178571428571429,0.785714285714286,0.142857142857143
10516,1,13.2285714285714,25.5128205128205,7.34,12.6129032258065,CA,No,Title I schoolwide school,35,213,1.13615023474178,19.3706959706959,9.97645161290325,0,0,0.942857142857143,0.0285714285714286
10516,2,54.7234042553191,83.68,39.6111111111111,62.9714285714286,CA,No,Title I schoolwide school,48,213,1.13615023474178,69.2017021276596,51.2912698412699,0.029179091052028,0.0208333333333333,0.958333333333333,0
10516,3,73.5952380952381,94.8666666666667,80,101.270833333333,CA,No,Title I schoolwide school,49,213,1.13615023474178,84.2309523809524,90.6354166666665,0.0408163265306122,0,0.918367346938776,0.0408163265306122
10516,4,52.3333333333333,86.9473684210526,64.7692307692308,82.5454545454545,CA,No,Title I schoolwide school,41,213,1.13615023474178,69.640350877193,73.6573426573427,0.024390243902439,0.0487804878048781,0.878048780487805,0.0487804878048781
10516,5,75.1176470588235,99.3913043478261,68.7368421052632,78.3,CA,No,Title I schoolwide school,40,213,1.13615023474178,87.2544757033248,73.5184210526316,0.025,0.05,0.9,0.025
10517,1,22.5466666666667,41.974025974026,22.0757575757576,35.8428571428571,CA,No,Title I schoolwide school,76,410,1.16341463414634,32.2603463203464,28.9593073593074,0.0394736842105263,0.37202930488063,0.881578947368421,0.0657894736842105
